true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6,0.3333333333333333,0.06666666666666667
Robust/Non-Frail,0.4166666666666667,0.43333333333333335,0.15
Young,0.075,0.15,0.775
