stage1_regularization_factor,stage1_regularization_value,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
dropout,0.1,5,s1_160,main_effect_dropout-0p1_lr0.001_wd0.0005_do0.1_ls0.1_mw90_ep15,0.600925925925926,0.6070305279590513,0.5492941009553303,0.5268996019460416,0.5683333333333334,0.600925925925926,0.5296296296296296,0.5738534988729203,0.6070305279590513,0.5373954719061385,0.5055199316201066,0.5268996019460416,0.47712418300653586,0.050084346837674834,0.06423350428477598,0.04043975518874532,0.45239473422447557,0.4610529171122275,0.4461498509182065,0.9478228603310489,0.9912773593799422,0.9037116088888768
combined_regularization,wd0.005_do0.4_ls0.15_mw0.9,5,s1_178,strong_combo_combined_regularization-wd0p005_do0p4_ls0p15_mw0p9_lr0.001_wd0.005_do0.4_ls0.15_mw90_ep15,0.6009259259259259,0.5990473256820006,0.5499379144782781,0.5329090909090909,0.5549999999999999,0.6009259259259259,0.5222222222222223,0.5553421205414655,0.5990473256820006,0.5155104565247249,0.48681039373722107,0.5329090909090909,0.4585395763656634,0.06029981987144525,0.1051343937098642,0.041070842807809003,0.46122695075840525,0.4793612326236243,0.45146559280852616,0.7949188254389581,0.8286951719240527,0.7782279449596585
weight_decay,0.02,5,s1_158,main_effect_weight_decay-0p02_lr0.001_wd0.02_do0.2_ls0.1_mw90_ep15,0.6,0.6081045928042832,0.512588509668492,0.5315445476436189,0.5722222222222222,0.6,0.5425925925925926,0.5799053633859798,0.6081045928042832,0.5531898524592023,0.5107443117597916,0.535671531770603,0.48026315789473684,0.05472793712199853,0.07040995475353654,0.031806600069106794,0.4495026165258249,0.46700495331225567,0.430234186122057,0.9398850414255622,0.9811842986523246,0.8946052096739209
combined_regularization,wd0.005_do0.5_ls0.2_mw0.7,5,s1_034,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p7_lr0.001_wd0.005_do0.5_ls0.2_mw70_ep5,0.5962962962962963,0.6063092277320302,0.5491806291511208,0.5322310464994541,0.5714814814814815,0.5962962962962963,0.5212962962962963,0.5723004849994169,0.6063092277320302,0.5262282488753077,0.5096248498095584,0.5322310464994541,0.48,0.04478023777258375,0.06859042773161597,0.011053089246586458,0.44118902651444225,0.4587027392602998,0.42978307330168486,0.6422383918651771,0.6957748605565938,0.6013821929388978
weight_decay,0.01,5,s1_157,main_effect_weight_decay-0p01_lr0.001_wd0.01_do0.2_ls0.1_mw90_ep15,0.5962962962962963,0.5980172215479562,0.5097583730855147,0.48681849551414763,0.5631481481481482,0.5962962962962963,0.5222222222222224,0.5679664524466694,0.5980172215479562,0.529593191122603,0.4982452716047008,0.5256965944272445,0.4454901960784314,0.05818314406420144,0.0821286379329664,0.031159849389747876,0.44723719343772955,0.47402742712563234,0.4321814676058162,0.9349172217851252,0.9932336881863769,0.8753187231134802
weight_decay,0.005,5,s1_119,main_effect_weight_decay-0p005_lr0.001_wd0.005_do0.2_ls0.1_mw90_ep12,0.5962962962962963,0.5968184677562342,0.4832000000000001,0.5307541894498415,0.5657407407407409,0.5962962962962963,0.537037037037037,0.5684447309668167,0.5968184677562342,0.536570105340734,0.4915005097635654,0.5307541894498415,0.42253098810374345,0.060759586574914815,0.09109906574999142,0.022821773229381906,0.45769157814134853,0.47761229630099516,0.44812572049613103,0.9439985908645964,0.9970201740477137,0.9070316733155611
dropout,0.3,5,s1_161,main_effect_dropout-0p3_lr0.001_wd0.0005_do0.3_ls0.1_mw90_ep15,0.5944444444444443,0.5965286301586387,0.5498131621636865,0.5408516636342723,0.5674074074074074,0.5944444444444443,0.5416666666666667,0.5729916982543041,0.5965286301586387,0.5489491560306834,0.4977518836378171,0.5408516636342723,0.46514005602240893,0.05686256073817442,0.07381319802730292,0.03595049751540216,0.450594037235376,0.4601451151084152,0.44252867500644577,0.9452209506997505,0.9681568253551027,0.9090409448095033
combined_regularization,wd0.002_do0.4_ls0.15_mw0.9,5,s1_177,strong_combo_combined_regularization-wd0p002_do0p4_ls0p15_mw0p9_lr0.001_wd0.002_do0.4_ls0.15_mw90_ep15,0.5944444444444443,0.5997671010433159,0.49986319682871083,0.5176470588235293,0.5664814814814815,0.5944444444444443,0.5361111111111111,0.5699190145756298,0.5997671010433159,0.5355058452961268,0.49931136871910076,0.5302857142857144,0.4341176470588235,0.06564111464514433,0.07618519418786743,0.04958244716848257,0.4544365003441295,0.47395719591861935,0.42820699055682887,0.7880513587901852,0.8143332393871141,0.7386505081094518
max_windows_fraction,1.0,5,s1_098,main_effect_max_windows_fraction-1p0_lr0.001_wd0.0005_do0.2_ls0.1_mw100_ep10,0.5944444444444443,0.6009084620611969,0.49567731493742545,0.53296869625043,0.5666666666666667,0.5944444444444443,0.5453703703703703,0.5706584093186909,0.6009084620611969,0.5465300284286688,0.49715280913280646,0.53296869625043,0.45675500345065567,0.061029462908259835,0.0940510142341041,0.03738264673738216,0.45170926405242484,0.45915763459513476,0.44403137772977025,0.9227170181957604,0.9381975903067096,0.9142337998826987
label_smoothing,0.2,5,s1_096,main_effect_label_smoothing-0p2_lr0.001_wd0.0005_do0.2_ls0.2_mw90_ep10,0.5907407407407408,0.5876223283890626,0.5319022736242359,0.5079003831417624,0.5670370370370371,0.5907407407407408,0.5435185185185185,0.5676395378808974,0.5876223283890626,0.5450540431784207,0.49777500111804623,0.5079003831417624,0.48738512949039264,0.04801496386328149,0.062336892792453434,0.030814002393136523,0.4547788908775988,0.47356261644959086,0.4427256816040557,0.674252912017824,0.7135132156260348,0.6556605856089519
max_windows_fraction,0.3,5,s1_138,main_effect_max_windows_fraction-0p3_lr0.001_wd0.0005_do0.2_ls0.1_mw30_ep12,0.587962962962963,0.5881439252182286,0.5213065635478251,0.5141570503799605,0.5537037037037037,0.587962962962963,0.5046296296296297,0.5527663676816679,0.5881439252182286,0.5091562624171319,0.48706563750813264,0.5141570503799605,0.427632512415121,0.03980073969090999,0.053691729188625935,0.013733700902029017,0.4592008939673473,0.47769315029870774,0.43878680709728995,0.9754074727843645,1.0490513669102708,0.9151375376704852
label_smoothing,0.3,5,s1_171,main_effect_label_smoothing-0p3_lr0.001_wd0.0005_do0.2_ls0.3_mw90_ep15,0.587962962962963,0.5866980402775261,0.5094719151828585,0.4948801054018445,0.555925925925926,0.587962962962963,0.5314814814814814,0.5556127977782547,0.5866980402775261,0.5233092193399098,0.47583955245783216,0.5215538847117795,0.44453781512605045,0.0475843144133017,0.06322453835068359,0.029716308399780036,0.4522579415110447,0.4623588836808665,0.44215011208029714,0.49103060900530177,0.49581123838564717,0.4840340618735734
weight_decay,0.001,5,s1_006,main_effect_weight_decay-0p001_lr0.001_wd0.001_do0.2_ls0.1_mw90_ep5,0.587037037037037,0.5940996307974237,0.5072519789077992,0.5346491228070176,0.5716666666666667,0.587037037037037,0.5324074074074073,0.5747388456494565,0.5940996307974237,0.5367058592372994,0.5027925310855718,0.5346491228070176,0.4776097105508869,0.052633978818651304,0.07031857255441507,0.023832477178210663,0.45233328807914025,0.4731168459704465,0.44549576072228925,0.9477049544455884,1.0053898729508461,0.9199366900037738
weight_decay,5e-05,5,s1_078,main_effect_weight_decay-5em05_lr0.001_wd5e-05_do0.2_ls0.1_mw90_ep10,0.586111111111111,0.585905873390057,0.5457554777153086,0.512329988851728,0.5590740740740741,0.586111111111111,0.5351851851851852,0.5609919105179948,0.585905873390057,0.5363608445483978,0.4842502519205227,0.512329988851728,0.4504201680672269,0.04274133117876222,0.08335904953000577,0.020859037640868168,0.45854659234116735,0.4819432504434003,0.44052748452792745,0.9671561632077765,1.0230622200901869,0.924481642992786
label_smoothing,0.0,5,s1_166,main_effect_label_smoothing-0p0_lr0.001_wd0.0005_do0.2_ls0_mw90_ep15,0.586111111111111,0.5873396032167962,0.5437584577963734,0.547946127946128,0.55,0.586111111111111,0.5046296296296295,0.5494976922691657,0.5873396032167962,0.4968976043113974,0.5010829254102911,0.547946127946128,0.4615384615384615,0.04857619302664319,0.07969151342135161,0.034115061901741725,0.46599204240525544,0.4854901083078521,0.4545524488996727,3.040948300722039,3.554662327261918,2.706752112985867
combined_regularization,wd0.01_do0.5_ls0.2_mw0.9,5,s1_106,strong_combo_combined_regularization-wd0p01_do0p5_ls0p2_mw0p9_lr0.001_wd0.01_do0.5_ls0.2_mw90_ep10,0.5824074074074075,0.5871884846917919,0.515331082108254,0.5287952177757276,0.5664814814814815,0.5824074074074075,0.525,0.5707954306100104,0.5871884846917919,0.5345066256061223,0.5084318469267239,0.5287952177757276,0.4737530099759201,0.05443603874342053,0.08450817932670097,0.02777777777777776,0.45139904165235684,0.4612949175440943,0.44174287307440263,0.6535376512071689,0.6738973040671685,0.6330532948290151
max_windows_fraction,0.2,5,s1_139,main_effect_max_windows_fraction-0p2_lr0.001_wd0.0005_do0.2_ls0.1_mw20_ep12,0.5814814814814816,0.5909828959206623,0.4996322353355933,0.5446149474282467,0.5344444444444444,0.5814814814814816,0.4925925925925926,0.5372870531037048,0.5909828959206623,0.4986582229685196,0.4959997603200456,0.5446149474282467,0.4324743083003952,0.04612826651276321,0.06592956710710333,0.03395763114980049,0.4743616515533695,0.49491442261805396,0.4552707511772621,0.9959009057007165,1.01567168926469,0.9474494065257077
weight_decay,0.0,5,s1_076,main_effect_weight_decay-0p0_lr0.001_wd0_do0.2_ls0.1_mw90_ep10,0.5805555555555555,0.5857585983051146,0.5016866401567335,0.5097535505430242,0.562037037037037,0.5805555555555555,0.5379629629629629,0.5656144762099571,0.5857585983051146,0.5396116254124154,0.48834236727412117,0.5097535505430242,0.4667617573345127,0.06936401959811378,0.11825962754115553,0.033288292615273204,0.4487437019158775,0.4696077910162367,0.4354361815998076,0.9437349707484399,0.9990530686869125,0.9032289485891247
dropout,0.4,5,s1_162,main_effect_dropout-0p4_lr0.001_wd0.0005_do0.4_ls0.1_mw90_ep15,0.5805555555555555,0.5814305144459944,0.49740496794801814,0.4735662686127082,0.5594444444444445,0.5805555555555555,0.5425925925925926,0.5644927263896456,0.5814305144459944,0.5445836077980469,0.4973093808533896,0.5124329004329005,0.4735662686127082,0.0737501176588696,0.1035423678880959,0.045901090955353524,0.452315919430659,0.4593884239535216,0.43813237678627137,0.9458563935059303,0.9520977159291026,0.9351218188116277
dropout,0.6,5,s1_127,main_effect_dropout-0p6_lr0.001_wd0.0005_do0.6_ls0.1_mw90_ep12,0.5796296296296297,0.5779897933238894,0.5328658394567771,0.48552631578947364,0.5594444444444444,0.5796296296296297,0.5462962962962963,0.5571122633527265,0.5779897933238894,0.5423993162744453,0.4854366450866653,0.49350183150183147,0.4796439628482972,0.05128840906931971,0.07071370920415751,0.03163768437642574,0.4497434836270435,0.4561078297681851,0.4397470778441912,0.9349430579695446,0.950107730614415,0.9147208916318819
label_smoothing,0.03,5,s1_056,main_effect_label_smoothing-0p03_lr0.001_wd0.0005_do0.2_ls0.03_mw90_ep8,0.5777777777777777,0.5885946221198703,0.5111957578532584,0.5106295149638802,0.5494444444444444,0.5777777777777777,0.524074074074074,0.5529080199176617,0.5885946221198703,0.51884812298125,0.4788565819808842,0.5106295149638802,0.43875598086124407,0.05864486336142618,0.08627771616860426,0.023606571822188813,0.459334084757708,0.47177622568909394,0.4507051400126601,1.3718932713338847,1.4849901746146923,1.2697775740485244
label_smoothing,0.05,5,s1_020,main_effect_label_smoothing-0p05_lr0.001_wd0.0005_do0.2_ls0.05_mw90_ep5,0.5777777777777777,0.5860872750607993,0.4444402019193482,0.5498872180451129,0.5625925925925925,0.5777777777777777,0.537962962962963,0.5666505497497909,0.5860872750607993,0.5449957159761081,0.5056615242502172,0.5498872180451129,0.48467737972381936,0.049153023684255295,0.1074034162732289,0.02300884007368364,0.4524997044697022,0.46341816124162083,0.444903022734625,1.1909913848026903,1.2558984540471747,1.1197250675379853
weight_decay,0.002,5,s1_081,main_effect_weight_decay-0p002_lr0.001_wd0.002_do0.2_ls0.1_mw90_ep10,0.5759259259259258,0.5823204032871552,0.5574800483971876,0.5167227555053641,0.5653703703703703,0.5759259259259258,0.5527777777777777,0.5678807432690454,0.5823204032871552,0.5527901178055977,0.4888603297385915,0.5167227555053641,0.44758593315868855,0.054786642608015225,0.11011318842953359,0.014858154199890028,0.4522068411908101,0.46693389631442256,0.4424261012824108,0.9447646748364825,0.9774318971824145,0.9139178858883339
label_smoothing,0.15,5,s1_058,main_effect_label_smoothing-0p15_lr0.001_wd0.0005_do0.2_ls0.15_mw90_ep8,0.5740740740740742,0.5799164400059541,0.526853355143754,0.5250980392156863,0.5625925925925926,0.5740740740740742,0.5444444444444445,0.5670507001634026,0.5799164400059541,0.5532536730439095,0.49918067718315406,0.5250980392156863,0.4753333333333334,0.04890776457677602,0.07366786770709663,0.03803628871563657,0.44983404260738186,0.46024293976371233,0.4394846836765544,0.794449775632288,0.822868188151109,0.768438470639623
max_windows_fraction,0.5,5,s1_137,main_effect_max_windows_fraction-0p5_lr0.001_wd0.0005_do0.2_ls0.1_mw50_ep12,0.5740740740740741,0.5710296806238386,0.5066783943861033,0.4829192546583851,0.5518518518518518,0.5740740740740741,0.5361111111111111,0.5546030669767401,0.5710296806238386,0.5280688252618078,0.470615406091244,0.4984313725490196,0.4506757088800432,0.05270155869823023,0.0810780204782031,0.03974477042839773,0.4545541144097312,0.46918366558126434,0.4433870144667644,0.9403545798790974,0.965979199396975,0.9232642880924438
