stage1_regularization_factor,stage1_regularization_value,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
dropout,0.0,5,s1_085,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep10,0.6231481481481482,0.6257815229594743,0.5363053788212657,0.5398398702746529,0.5887037037037037,0.6231481481481482,0.5648148148148147,0.5898218405199064,0.6257815229594743,0.5668174650153476,0.5136966755138301,0.5398398702746529,0.4753216374269006,0.06108048109064622,0.08272670145158079,0.025230419617479117,0.4473309349703928,0.4610970234902757,0.43282746384090454,0.95304818788178,0.998566304841507,0.9142466937417666
dropout,0.7,5,s1_091,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep10,0.6212962962962962,0.6219408948240555,0.5578909326653366,0.5499089026915114,0.5629629629629629,0.6212962962962962,0.525,0.5620252374282346,0.6219408948240555,0.5220599344469312,0.5072040449083928,0.5499089026915114,0.47045487845487843,0.047916632944350106,0.08324326408238189,0.022299249219985738,0.4443449132704377,0.4591422437729908,0.4240920904928821,0.9156257516789307,0.9549763872039401,0.8684406836798433
combined_regularization,wd0.005_do0.5_ls0.2_mw0.9,10,s1_105,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep10,0.6157407407407407,0.6253964850154109,0.568871110092613,0.581764705882353,0.5652777777777779,0.6157407407407407,0.5222222222222223,0.5673458405110385,0.6253964850154109,0.5283562492258145,0.5034741190601156,0.581764705882353,0.4611989459815547,0.05606041070403287,0.0807601701053546,0.02679591875645886,0.4510464714325962,0.4661577122032166,0.43516350808926346,0.6564317825789255,0.6856982033647748,0.6243087816697276
dropout,0.5,5,s1_163,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep15,0.612037037037037,0.6168286224227805,0.574042476383809,0.5667710944026734,0.5612962962962963,0.612037037037037,0.5166666666666666,0.5637389243465292,0.6168286224227805,0.523849757082772,0.5024268846422568,0.5667710944026734,0.43666666666666665,0.05980515174341401,0.07611482824121263,0.030604618298219314,0.4545249022792778,0.4684233524303879,0.43100196759887693,0.9524329287429213,0.9786711881479551,0.9195802052785398
weight_decay,0.0001,5,s1_079,main_effect_weight_decay-0p0001_lr0.001_wd0.0001_do0.2_ls0.1_mw90_ep10,0.6064814814814816,0.6126155457391156,0.5562111873791412,0.5687552213868002,0.5740740740740742,0.6064814814814816,0.5509259259259259,0.578156687568217,0.6126155457391156,0.5556177069118245,0.5081846083053513,0.5687552213868002,0.47338383838383835,0.055661481101734966,0.08160501998464373,0.028800612990732936,0.45269521388584694,0.4718354262518269,0.44269253102963296,0.9468349875623948,0.9898880833855831,0.894848810812179
baseline,base,5,s1_075,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep10,0.6046296296296296,0.6124108514157423,0.5382712483960195,0.5481996779388083,0.5803703703703704,0.6046296296296296,0.55,0.5854421825813519,0.6124108514157423,0.5533866771036421,0.49238724503785747,0.5481996779388083,0.44071428571428567,0.05386611712371621,0.06591331027857188,0.040013500808022046,0.4475797963471274,0.4763457950452302,0.43672859151144916,0.9310025114082396,0.9859341453167427,0.8562005412000027
weight_decay,1e-05,5,s1_077,main_effect_weight_decay-1em05_lr0.001_wd1e-05_do0.2_ls0.1_mw90_ep10,0.6037037037037039,0.6117921668592463,0.5279322543462914,0.554928774928775,0.5694444444444444,0.6037037037037039,0.5425925925925925,0.568845366253072,0.6117921668592463,0.5447379796982704,0.48367729298365997,0.554928774928775,0.43169172932330824,0.05384391477065072,0.09276604124774941,0.03263806802224918,0.44702611395375313,0.4634598182536383,0.43126674486734357,0.9337937465796846,0.9907202083179986,0.8678797102162873
combined_regularization,wd0.01_do0.6_ls0.3_mw0.7,5,s1_183,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p7_lr0.001_wd0.01_do0.6_ls0.3_mw70_ep15,0.6027777777777776,0.5991478174454797,0.5459673590478574,0.5109609061015711,0.5729629629629629,0.6027777777777776,0.5407407407407407,0.5724604507374822,0.5991478174454797,0.5486270185878028,0.5026979241853653,0.5268612836438923,0.48347338935574224,0.058198778220171964,0.07583271152460659,0.04576079182648731,0.4423640865296951,0.45488007294486027,0.4323077336478448,0.4553184683080918,0.47030305088849184,0.4454665657199458
combined_regularization,wd0.01_do0.6_ls0.3_mw0.9,10,s1_181,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.001_wd0.01_do0.6_ls0.3_mw90_ep15,0.6027777777777776,0.5927468792107371,0.5260531909608894,0.4813773564345646,0.5695370370370371,0.6027777777777776,0.5101851851851852,0.5656412112216435,0.5927468792107371,0.5089427538127647,0.48359333271746696,0.510150718846371,0.4155146833754898,0.05164144684601034,0.08008054929792464,0.02418953792150581,0.44426505013093853,0.4726626552553651,0.428970917519017,0.4629607547355342,0.4794381968148264,0.45086587626110824
max_windows_fraction,0.7,5,s1_099,main_effect_max_windows_fraction-0p7_lr0.001_wd0.0005_do0.2_ls0.1_mw70_ep10,0.6027777777777776,0.6099287283794844,0.4980213880934333,0.5263157894736843,0.5824074074074075,0.6027777777777776,0.548148148148148,0.5862489519693451,0.6099287283794844,0.5540786695244899,0.5139889389572254,0.5400715314857191,0.4586945304437565,0.06219324073756085,0.08438127104166128,0.04310779387772139,0.44136786203963607,0.45807188918087033,0.42726405330980777,0.9180030553784528,0.9534615370696716,0.8754882691417867
