cnn_weight_decay,cnn_dropout,cnn_label_smoothing,max_windows_fraction,cnn_epochs,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
0.0005,0.0,0.1,0.9,10,1,s1_085,main_effect_dropout-0p0_lr0.001_wd0.0005_do0_ls0.1_mw90_ep10,0.6231481481481482,0.6257815229594743,0.5363053788212657,0.5398398702746529,0.6231481481481482,0.6231481481481482,0.6231481481481482,0.6257815229594743,0.6257815229594743,0.6257815229594743,0.5398398702746529,0.5398398702746529,0.5398398702746529,0.06995184998892041,0.06995184998892041,0.06995184998892041,0.43986814082057,0.43986814082057,0.43986814082057,0.9142466937417666,0.9142466937417666,0.9142466937417666
0.0005,0.7,0.1,0.9,10,1,s1_091,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep10,0.6212962962962962,0.6219408948240555,0.5578909326653366,0.5499089026915114,0.6212962962962962,0.6212962962962962,0.6212962962962962,0.6219408948240555,0.6219408948240555,0.6219408948240555,0.5499089026915114,0.5499089026915114,0.5499089026915114,0.05107301989082079,0.05107301989082079,0.05107301989082079,0.4240920904928821,0.4240920904928821,0.4240920904928821,0.8684406836798433,0.8684406836798433,0.8684406836798433
0.005,0.5,0.2,0.9,10,2,s1_105,strong_combo_combined_regularization-wd0p005_do0p5_ls0p2_mw0p9_lr0.001_wd0.005_do0.5_ls0.2_mw90_ep10,0.6157407407407407,0.6253964850154109,0.568871110092613,0.581764705882353,0.5703703703703704,0.6157407407407407,0.525,0.5797980330304826,0.6253964850154109,0.5341995810455542,0.5330515461223637,0.581764705882353,0.4843383863623744,0.04056694128529635,0.04338039546341657,0.037753487107176124,0.4475294620002349,0.4596614169603758,0.43539750704009406,0.6352727835917554,0.6462367855137833,0.6243087816697276
0.0005,0.5,0.1,0.9,15,1,s1_163,main_effect_dropout-0p5_lr0.001_wd0.0005_do0.5_ls0.1_mw90_ep15,0.612037037037037,0.6168286224227805,0.574042476383809,0.5667710944026734,0.612037037037037,0.612037037037037,0.612037037037037,0.6168286224227805,0.6168286224227805,0.6168286224227805,0.5667710944026734,0.5667710944026734,0.5667710944026734,0.030604618298219314,0.030604618298219314,0.030604618298219314,0.43100196759887693,0.43100196759887693,0.43100196759887693,0.9278130844127336,0.9278130844127336,0.9278130844127336
0.0001,0.2,0.1,0.9,10,1,s1_079,main_effect_weight_decay-0p0001_lr0.001_wd0.0001_do0.2_ls0.1_mw90_ep10,0.6064814814814816,0.6126155457391156,0.5562111873791412,0.5687552213868002,0.6064814814814816,0.6064814814814816,0.6064814814814816,0.6126155457391156,0.6126155457391156,0.6126155457391156,0.5687552213868002,0.5687552213868002,0.5687552213868002,0.04049272149198126,0.04049272149198126,0.04049272149198126,0.44269253102963296,0.44269253102963296,0.44269253102963296,0.894848810812179,0.894848810812179,0.894848810812179
0.0005,0.2,0.1,0.9,10,1,s1_075,main_effect_baseline-base_lr0.001_wd0.0005_do0.2_ls0.1_mw90_ep10,0.6046296296296296,0.6124108514157423,0.5382712483960195,0.5481996779388083,0.6046296296296296,0.6046296296296296,0.6046296296296296,0.6124108514157423,0.6124108514157423,0.6124108514157423,0.5481996779388083,0.5481996779388083,0.5481996779388083,0.053451675545820816,0.053451675545820816,0.053451675545820816,0.43672859151144916,0.43672859151144916,0.43672859151144916,0.8562005412000027,0.8562005412000027,0.8562005412000027
1e-05,0.2,0.1,0.9,10,1,s1_077,main_effect_weight_decay-1em05_lr0.001_wd1e-05_do0.2_ls0.1_mw90_ep10,0.6037037037037039,0.6117921668592463,0.5279322543462914,0.554928774928775,0.6037037037037039,0.6037037037037039,0.6037037037037039,0.6117921668592463,0.6117921668592463,0.6117921668592463,0.554928774928775,0.554928774928775,0.554928774928775,0.06103390184324816,0.06103390184324816,0.06103390184324816,0.4399743233848616,0.4399743233848616,0.4399743233848616,0.8678797102162873,0.8678797102162873,0.8678797102162873
0.0005,0.7,0.1,0.9,15,1,s1_165,main_effect_dropout-0p7_lr0.001_wd0.0005_do0.7_ls0.1_mw90_ep15,0.6037037037037036,0.6002175914784161,0.5548328577065514,0.5380515297906603,0.6037037037037036,0.6037037037037036,0.6037037037037036,0.6002175914784161,0.6002175914784161,0.6002175914784161,0.5380515297906603,0.5380515297906603,0.5380515297906603,0.03936546605459504,0.03936546605459504,0.03936546605459504,0.43100610284769114,0.43100610284769114,0.43100610284769114,0.8994698682207414,0.8994698682207414,0.8994698682207414
0.01,0.6,0.3,0.7,15,1,s1_183,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p7_lr0.001_wd0.01_do0.6_ls0.3_mw70_ep15,0.6027777777777776,0.5991478174454797,0.5459673590478574,0.5109609061015711,0.6027777777777776,0.6027777777777776,0.6027777777777776,0.5991478174454797,0.5991478174454797,0.5991478174454797,0.5109609061015711,0.5109609061015711,0.5109609061015711,0.04576079182648731,0.04576079182648731,0.04576079182648731,0.43558449984117853,0.43558449984117853,0.43558449984117853,0.4454950910072779,0.4454950910072779,0.4454950910072779
0.01,0.6,0.3,0.9,15,2,s1_181,strong_combo_combined_regularization-wd0p01_do0p6_ls0p3_mw0p9_lr0.001_wd0.01_do0.6_ls0.3_mw90_ep15,0.6027777777777776,0.5927468792107371,0.5260531909608894,0.4813773564345646,0.600462962962963,0.6027777777777776,0.5981481481481482,0.5900756304695821,0.5927468792107371,0.5874043817284271,0.4862931711901963,0.49120898594582807,0.4813773564345646,0.06223216835491458,0.06266268265069866,0.061801654059130504,0.4290572933504312,0.4291436691818453,0.428970917519017,0.4546769525612272,0.45611167689396853,0.4532422282284859
