history_path,fold_index,final_fit,data_scope,epoch,outer_heldout_used,training_balanced_accuracy,training_loss,used_for_epoch_selection_or_checkpoint
motion_ptt_training/repeat_0/fold_0/motion_training_history.json,0,False,outer_training_ptt_participants_only,6,False,1.0,2.6584546728395705e-05,False
motion_ptt_training/repeat_0/fold_0/motion_training_history.json,0,False,outer_training_ptt_participants_only,7,False,1.0,1.5293166932300642e-05,False
motion_ptt_training/repeat_0/fold_0/motion_training_history.json,0,False,outer_training_ptt_participants_only,8,False,1.0,9.117118990659723e-06,False
motion_ptt_training/repeat_0/fold_0/motion_training_history.json,0,False,outer_training_ptt_participants_only,9,False,1.0,5.589976066453381e-06,False
motion_ptt_training/repeat_0/fold_0/motion_training_history.json,0,False,outer_training_ptt_participants_only,10,False,1.0,3.452584304788898e-06,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,1,False,1.0,0.02863417350256662,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,2,False,1.0,0.00078227286020767,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,3,False,1.0,0.00022767502776285833,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,4,False,1.0,9.725480015605663e-05,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,5,False,1.0,4.851703503769814e-05,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,6,False,1.0,2.66421935420265e-05,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,7,False,1.0,1.528178599090158e-05,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,8,False,1.0,9.104762343130439e-06,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,9,False,1.0,5.5395454237177505e-06,False
motion_ptt_training/repeat_0/fold_1/motion_training_history.json,1,False,outer_training_ptt_participants_only,10,False,1.0,3.3979182425362837e-06,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,1,False,1.0,0.028195711577410878,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,2,False,1.0,0.0007085689403700783,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,3,False,1.0,0.0001995646930622457,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,4,False,1.0,8.252412068967425e-05,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,5,False,1.0,4.026041413043238e-05,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,6,False,1.0,2.1400878326484337e-05,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,7,False,1.0,1.2052953286730505e-05,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,8,False,1.0,7.001719513971912e-06,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,9,False,1.0,4.152957406849495e-06,False
motion_ptt_training/repeat_0/fold_2/motion_training_history.json,2,False,outer_training_ptt_participants_only,10,False,1.0,2.5193904272033168e-06,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,1,False,1.0,0.02832269333707364,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,2,False,1.0,0.00061959741202468,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,3,False,1.0,0.00017317718213154712,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,4,False,1.0,7.148518976670666e-05,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,5,False,1.0,3.497365787312792e-05,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,6,False,1.0,1.8555521153249148e-05,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,7,False,1.0,1.0522019261961045e-05,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,8,False,1.0,6.119131633371983e-06,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,9,False,1.0,3.6591065451342426e-06,False
motion_ptt_training/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_ptt_participants_only,10,False,1.0,2.1418273283144047e-06,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,1,False,1.0,0.02796824674923976,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,2,False,1.0,0.000656416969944642,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,3,False,1.0,0.00018367986455726444,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,4,False,1.0,7.599138389040164e-05,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,5,False,1.0,3.72657626563788e-05,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,6,False,1.0,1.982144111174434e-05,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,7,False,1.0,1.1216856560551856e-05,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,8,False,1.0,6.5727627857514775e-06,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,9,False,1.0,3.8794809372528085e-06,False
motion_ptt_training/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_ptt_participants_only,10,False,1.0,2.3795892875880525e-06,False
