model_id,dataset,evaluation_scope,aggregation_level,file_score_aggregation,observation_count,participant_count,file_count,window_count,balanced_accuracy,macro_f1,sensitivity,specificity,roc_auc,pr_auc,worst_fold_balanced_accuracy
frailty29_trained_motion_detector,frailty29_outer_oof,source_grouped_oof,window,not_applicable,21785,29,256,21785,0.948921625815405,0.7286097008916265,0.9459459459459459,0.9518973056848639,0.9611526767684194,0.29467998560424485,0.8577964307320025
frailty29_trained_motion_detector,frailty29_outer_oof,source_grouped_oof,file,median,256,29,256,21785,0.968188878533706,0.968188878533706,0.963963963963964,0.9724137931034482,0.9625970798384591,0.9035386118005547,0.9083333333333333
frailty29_trained_motion_detector,frailty29_trained_to_ptt22,frozen_cross_dataset,window,not_applicable,15983,22,66,15983,0.7888659406684191,0.717827822203215,0.5777318813368382,1.0,0.9970923018587812,0.9986372474882552,
frailty29_trained_motion_detector,frailty29_trained_to_ptt22,frozen_cross_dataset,file,median,66,22,66,15983,0.7840909090909092,0.7115251897860594,0.5681818181818182,1.0,1.0,1.0,
ptt22_trained_motion_detector,ptt22_outer_oof,source_grouped_oof,window,not_applicable,15983,22,66,15983,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ptt22_trained_motion_detector,ptt22_outer_oof,source_grouped_oof,file,median,66,22,66,15983,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ptt22_trained_motion_detector,ptt22_trained_to_frailty29,frozen_cross_dataset,window,not_applicable,21785,29,256,21785,0.5,0.02322557503474869,1.0,0.0,0.5634732731643438,0.030404784971438684,
ptt22_trained_motion_detector,ptt22_trained_to_frailty29,frozen_cross_dataset,file,median,256,29,256,21785,0.5,0.3024523160762943,1.0,0.0,0.5674433053743398,0.4778438438438438,
