true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.8,0.15555555555555556,0.044444444444444446
Robust/Non-Frail,0.3333333333333333,0.5833333333333334,0.08333333333333333
Young,0.025,0.225,0.75
