true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.8444444444444444,0.1111111111111111,0.044444444444444446
Robust/Non-Frail,0.35,0.5666666666666667,0.08333333333333333
Young,0.075,0.125,0.8
