true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.2,0.044444444444444446
Robust/Non-Frail,0.31666666666666665,0.5333333333333333,0.15
Young,0.1,0.1,0.8
