model_id,dataset,evaluation_scope,aggregation_level,file_score_aggregation,observation_count,participant_count,file_count,window_count,balanced_accuracy,macro_f1,sensitivity,specificity,roc_auc,pr_auc,worst_fold_balanced_accuracy
frailty29_trained_motion_detector,frailty29_trained_to_ptt22,frozen_cross_dataset,window,not_applicable,15983,22,66,15983,0.795437476530229,0.7263418475197239,0.5908749530604581,1.0,0.9975847840302081,0.9988113467291644,
frailty29_trained_motion_detector,frailty29_trained_to_ptt22,frozen_cross_dataset,file,median,66,22,66,15983,0.7840909090909092,0.7115251897860594,0.5681818181818182,1.0,0.9989669421487604,0.9994949494949495,
