history_path,fold_index,final_fit,data_scope,epoch,outer_heldout_used,training_balanced_accuracy,training_loss,used_for_epoch_selection_or_checkpoint
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,4,False,0.9950777626760487,0.026857879484714065,False
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,5,False,0.9958252000136982,0.019650295934928338,False
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,6,False,0.9952261834787085,0.01572033854577476,False
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,7,False,0.9960383224617727,0.016467874840960538,False
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,8,False,0.9994360009498932,0.011174419648587775,False
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,9,False,0.9986938969365946,0.011942440905723082,False
motion_internal/repeat_0/fold_3/motion_training_history.json,3,False,outer_training_participants_only,10,False,0.9993172643077654,0.007451029424737404,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,1,False,0.9894581000302562,0.08216443922097591,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,2,False,0.9859345719556938,0.03316429355882998,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,3,False,0.9902423154413452,0.03176686621230217,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,4,False,0.9902478910691609,0.02730723417698533,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,5,False,0.993293930438736,0.025756445927915563,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,6,False,0.9956240054557854,0.02446138123745374,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,7,False,0.9960502386906115,0.017541353715322876,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,8,False,0.9968174585132985,0.01517424356023152,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,9,False,0.9959310008668422,0.013131339543587146,False
motion_internal/repeat_0/fold_4/motion_training_history.json,4,False,outer_training_participants_only,10,False,0.9986076380995681,0.014580261855398196,False
