true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6888888888888889,0.24444444444444444,0.06666666666666667
Robust/Non-Frail,0.31666666666666665,0.45,0.23333333333333334
Young,0.175,0.275,0.55
