true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6888888888888889,0.2,0.1111111111111111
Robust/Non-Frail,0.31666666666666665,0.5,0.18333333333333332
Young,0.15,0.4,0.45
