true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.2,0.08888888888888889
Robust/Non-Frail,0.23333333333333334,0.5333333333333333,0.23333333333333334
Young,0.2,0.35,0.45
