true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7555555555555555,0.1111111111111111,0.13333333333333333
Robust/Non-Frail,0.2833333333333333,0.5166666666666667,0.2
Young,0.225,0.35,0.425
