true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.2,0.08888888888888889
Robust/Non-Frail,0.26666666666666666,0.48333333333333334,0.25
Young,0.225,0.325,0.45
