true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.17777777777777778,0.15555555555555556
Robust/Non-Frail,0.25,0.48333333333333334,0.26666666666666666
Young,0.25,0.25,0.5
