true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.8,0.08888888888888889,0.1111111111111111
Robust/Non-Frail,0.36666666666666664,0.48333333333333334,0.15
Young,0.35,0.3,0.35
