true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.5777777777777777,0.26666666666666666,0.15555555555555556
Robust/Non-Frail,0.2,0.5833333333333334,0.21666666666666667
Young,0.2,0.3,0.5
