true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6666666666666666,0.2222222222222222,0.1111111111111111
Robust/Non-Frail,0.3333333333333333,0.43333333333333335,0.23333333333333334
Young,0.15,0.25,0.6
