true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7777777777777778,0.13333333333333333,0.08888888888888889
Robust/Non-Frail,0.3,0.5166666666666667,0.18333333333333332
Young,0.275,0.325,0.4
