true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.6,0.3333333333333333,0.06666666666666667
Robust/Non-Frail,0.31666666666666665,0.5,0.18333333333333332
Young,0.175,0.275,0.55
