true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7111111111111111,0.2,0.08888888888888889
Robust/Non-Frail,0.35,0.4666666666666667,0.18333333333333332
Young,0.175,0.325,0.5
