true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.5777777777777777,0.28888888888888886,0.13333333333333333
Robust/Non-Frail,0.2,0.5666666666666667,0.23333333333333334
Young,0.15,0.325,0.525
