true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7777777777777778,0.13333333333333333,0.08888888888888889
Robust/Non-Frail,0.3333333333333333,0.5166666666666667,0.15
Young,0.3,0.25,0.45
