true_class,Pre-Frail,Robust/Non-Frail,Young
Pre-Frail,0.7333333333333333,0.15555555555555556,0.1111111111111111
Robust/Non-Frail,0.3333333333333333,0.4666666666666667,0.2
Young,0.175,0.35,0.475
