case_id,changed_values,config_sha256,is_reference,config_id,output_group,case_directory,resolved_config_path
tuned_all_roles__inception_small_no_gravity,{},c3a4cc8b9c927f208d0f8476c9b3081dd9bfdbe058ae1b153c3d9024f77e3a79,True,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,,tuned_all_roles__inception_small_no_gravity,configs/tuned_all_roles__inception_small_no_gravity.yaml
