activity_group,algorithm_or_reducer,channel,participant_count,participant_macro_f1,participant_macro_ibi_ppi_rmse_ms,segment_count,total_runtime_s
static,aboy_project_v1,IR,22,0.9678856748506576,24.848360018965128,198,3.819918212975608
static,aboy_project_v1,RED,22,0.9559098959265971,35.0957617208711,198,3.8481006002693903
static,aboy_project_v2,IR,22,0.9584363931815386,39.91379013442086,198,3.8827220770181157
static,aboy_project_v2,RED,22,0.9323272161384153,50.58002630799303,198,3.837244098132942
static,msptdfast_v2_3_python_port,IR,22,0.9757873836085565,21.21516270811522,198,0.8150521422503516
static,msptdfast_v2_3_python_port,RED,22,0.9299766479569516,33.73887037622054,198,0.8212758342851885
