case_id,repeat,balanced_accuracy,macro_f1,macro_roc_auc_ovr,macro_pr_auc_ovr,worst_class_recall,worst_class_f1,n_predictions,class_order,aggregation_view,declared_source_line,evidence_role,quality_weighting,quality_weight_source,expected_calibration_error,metric_source
b16_lr1e-3,0,0.5,0.41269841269841273,0.625,0.7055555555555556,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.1867623001091275,same_fitted_oof_report_reaggregation
b16_lr1e-3,1,0.6666666666666666,0.6944444444444443,0.7111111111111111,0.7444444444444445,0.5,0.6666666666666666,7,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.18564397971304958,same_fitted_oof_report_reaggregation
b16_lr1e-3,2,0.5555555555555555,0.41269841269841273,0.8222222222222223,0.7777777777777777,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.31312137452203015,same_fitted_oof_report_reaggregation
b16_lr1e-3,3,0.7777777777777777,0.7222222222222222,0.8425925925925926,0.8166666666666668,0.3333333333333333,0.5,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.22643102296743317,same_fitted_oof_report_reaggregation
b16_lr1e-3,4,0.6666666666666666,0.5555555555555555,0.9166666666666666,0.861111111111111,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3171504564354656,same_fitted_oof_report_reaggregation
b16_lr1e-3,0,0.5,0.41269841269841273,0.625,0.7055555555555556,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.18724405660696533,same_fitted_oof_report_reaggregation
b16_lr1e-3,1,0.6666666666666666,0.6944444444444443,0.7111111111111111,0.7444444444444445,0.5,0.6666666666666666,7,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.18566078844646705,same_fitted_oof_report_reaggregation
b16_lr1e-3,2,0.5555555555555555,0.41269841269841273,0.8222222222222223,0.7777777777777777,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3135009780760274,same_fitted_oof_report_reaggregation
b16_lr1e-3,3,0.7777777777777777,0.7222222222222222,0.8425925925925926,0.8166666666666668,0.3333333333333333,0.5,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.22613555081675799,same_fitted_oof_report_reaggregation
b16_lr1e-3,4,0.6666666666666666,0.5555555555555555,0.875,0.8333333333333334,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3198164873388172,same_fitted_oof_report_reaggregation
b16_lr1e-3,0,0.3333333333333333,0.27777777777777773,0.5833333333333334,0.6388888888888888,0.0,0.0,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.3929869821636881,same_fitted_oof_report_reaggregation
b16_lr1e-3,1,0.5,0.4166666666666667,0.7444444444444445,0.7611111111111111,0.0,0.0,7,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.1682890650854742,same_fitted_oof_report_reaggregation
b16_lr1e-3,2,0.7222222222222222,0.6666666666666666,0.8222222222222223,0.7777777777777777,0.5,0.6666666666666666,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.3122318709770038,same_fitted_oof_report_reaggregation
b16_lr1e-3,3,0.8888888888888888,0.8666666666666667,0.8425925925925926,0.8166666666666668,0.6666666666666666,0.8,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.40861611620919075,same_fitted_oof_report_reaggregation
b16_lr1e-3,4,0.6666666666666666,0.5555555555555555,0.875,0.8333333333333334,0.0,0.0,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.34318306788892855,same_fitted_oof_report_reaggregation
b16_lr1e-4,0,0.3333333333333333,0.19047619047619047,0.625,0.5833333333333334,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3822216584880341,same_fitted_oof_report_reaggregation
b16_lr1e-4,1,0.38888888888888884,0.3238095238095238,0.65,0.6962962962962962,0.0,0.0,7,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.31950084596287187,same_fitted_oof_report_reaggregation
b16_lr1e-4,2,0.7222222222222222,0.6666666666666666,0.8472222222222223,0.8629629629629628,0.5,0.6666666666666666,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.25151994291371194,same_fitted_oof_report_reaggregation
b16_lr1e-4,3,0.6666666666666666,0.4444444444444444,0.8055555555555557,0.7796296296296296,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.2926251722299045,same_fitted_oof_report_reaggregation
b16_lr1e-4,4,0.6666666666666666,0.6555555555555556,0.875,0.8333333333333334,0.5,0.5,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.18276068249611124,same_fitted_oof_report_reaggregation
b16_lr1e-4,0,0.3333333333333333,0.19047619047619047,0.625,0.5833333333333334,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.38229238851404185,same_fitted_oof_report_reaggregation
b16_lr1e-4,1,0.38888888888888884,0.3238095238095238,0.65,0.6962962962962962,0.0,0.0,7,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.319627538136758,same_fitted_oof_report_reaggregation
b16_lr1e-4,2,0.7222222222222222,0.6666666666666666,0.8472222222222223,0.8629629629629628,0.5,0.6666666666666666,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.251821634678473,same_fitted_oof_report_reaggregation
b16_lr1e-4,3,0.6666666666666666,0.4444444444444444,0.8055555555555557,0.7796296296296296,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.2923564223172581,same_fitted_oof_report_reaggregation
b16_lr1e-4,4,0.6666666666666666,0.6555555555555556,0.875,0.8333333333333334,0.5,0.5,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.1793454441385251,same_fitted_oof_report_reaggregation
b16_lr1e-4,0,0.16666666666666666,0.09523809523809523,0.5,0.5277777777777778,0.0,0.0,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.5280892101730607,same_fitted_oof_report_reaggregation
b16_lr1e-4,1,0.38888888888888884,0.3238095238095238,0.7111111111111111,0.724074074074074,0.0,0.0,7,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.2996257489386697,same_fitted_oof_report_reaggregation
b16_lr1e-4,2,0.7222222222222222,0.6666666666666666,0.8222222222222223,0.7777777777777777,0.5,0.6666666666666666,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.35444645675472897,same_fitted_oof_report_reaggregation
b16_lr1e-4,3,0.7777777777777777,0.6555555555555556,0.8055555555555557,0.7796296296296296,0.3333333333333333,0.5,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.22419343933879113,same_fitted_oof_report_reaggregation
b16_lr1e-4,4,0.6666666666666666,0.6555555555555556,0.8333333333333334,0.8444444444444444,0.5,0.5,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.21960358778733371,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,0.3333333333333333,0.16666666666666666,0.5,0.5111111111111111,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.5022343515272693,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,0.27777777777777773,0.22857142857142856,0.7111111111111111,0.724074074074074,0.0,0.0,7,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.5576301896059003,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,0.5555555555555555,0.41269841269841273,0.8842592592592592,0.9,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.31283068008010906,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.6314814814814814,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3252026105790933,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,0.6666666666666666,0.5555555555555555,0.9166666666666666,0.9166666666666666,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.18616909629406853,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,0.3333333333333333,0.16666666666666666,0.5,0.5111111111111111,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.5021857775636144,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,0.27777777777777773,0.22857142857142856,0.7111111111111111,0.724074074074074,0.0,0.0,7,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.5577178563809518,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,0.5555555555555555,0.41269841269841273,0.8842592592592592,0.9,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.31315702166699677,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,0.4444444444444444,0.3333333333333333,0.6111111111111112,0.6314814814814814,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.32533606049712605,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,0.6666666666666666,0.5555555555555555,0.9166666666666666,0.9166666666666666,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.18765390496386594,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,0.16666666666666666,0.09523809523809523,0.5,0.5277777777777778,0.0,0.0,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.49124504848362455,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,0.4444444444444444,0.3333333333333333,0.6777777777777777,0.7129629629629629,0.0,0.0,7,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.4357447341589805,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,0.7222222222222222,0.6666666666666666,0.7805555555555556,0.7222222222222222,0.5,0.6666666666666666,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.27896739545707305,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,0.611111111111111,0.5222222222222223,0.8055555555555557,0.7796296296296296,0.3333333333333333,0.4,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.20083513597754765,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,0.8333333333333334,0.8222222222222223,0.8333333333333334,0.8444444444444444,0.5,0.6666666666666666,6,"[0, 1, 2]",line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,0.3759587374965737,same_fitted_oof_report_reaggregation
b32_lr1e-3,0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.631092702683111,same_fitted_oof_report_reaggregation
b32_lr1e-3,1,0.5,0.41904761904761906,0.7388888888888889,0.6888888888888888,0.0,0.0,7,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.2922641700137864,same_fitted_oof_report_reaggregation
b32_lr1e-3,2,0.611111111111111,0.5222222222222221,0.8101851851851851,0.8444444444444444,0.3333333333333333,0.4,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.454098242438309,same_fitted_oof_report_reaggregation
b32_lr1e-3,3,0.5555555555555555,0.5238095238095238,0.6527777777777778,0.6592592592592593,0.0,0.0,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.17837329931540227,same_fitted_oof_report_reaggregation
b32_lr1e-3,4,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.5,0.5,6,"[0, 1, 2]",window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.3119396374888366,same_fitted_oof_report_reaggregation
b32_lr1e-3,0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,6,"[0, 1, 2]",line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,0.6312766671077399,same_fitted_oof_report_reaggregation
