case_id,parameter_count,inference_cost,operational_measurements_complete,reported_eligible,reported_exclusion_reason,deployment_readiness
b16_lr1e-4,,{},False,,,N/A_pending_hardware_evidence_V2_026
b16_lr3e-4,,{},False,,,N/A_pending_hardware_evidence_V2_026
b16_lr1e-3,,{},False,,,N/A_pending_hardware_evidence_V2_026
b32_lr1e-4,,{},False,,,N/A_pending_hardware_evidence_V2_026
b32_lr3e-4,,{},False,,,N/A_pending_hardware_evidence_V2_026
b32_lr1e-3,,{},False,,,N/A_pending_hardware_evidence_V2_026
