artifact_root,attempt,attempt_directory,case_id,config_sha256,elapsed_seconds,finished_utc,schema_version,started_utc,status,output_group,case_directory,resolved_config_path
attempts/attempt_001/experiment,1,attempts/attempt_001,b16_lr1e-4,4adbab06fa949108ec197a4a903c917bd54b58506615a20b535453bc17b6ac3e,577.2588775889599,2026-08-22T17:18:12+00:00,ppg_frailty.study_case_result.v2,2026-08-22T17:08:35+00:00,passed,raw,raw/b16_lr1e-4,raw/b16_lr1e-4/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,b16_lr3e-4,fc6a744b0af9b4b57ee0e004d5714b75749ffedc1d93dd63c854046fa78269cf,572.4275063980022,2026-08-22T17:27:45+00:00,ppg_frailty.study_case_result.v2,2026-08-22T17:18:12+00:00,passed,raw,raw/b16_lr3e-4,raw/b16_lr3e-4/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,b16_lr1e-3,19656268458856c9ad646c5dd690f668b56a3c3a6372bf01157d2e9160b37eb4,571.9466511459905,2026-08-22T17:37:17+00:00,ppg_frailty.study_case_result.v2,2026-08-22T17:27:45+00:00,passed,raw,raw/b16_lr1e-3,raw/b16_lr1e-3/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,b32_lr1e-4,ae744967b1129abd3bfe4bc91cb6e369dc060ffbb581ce4f1de1d776d7074c60,482.82246901799226,2026-08-22T17:45:19+00:00,ppg_frailty.study_case_result.v2,2026-08-22T17:37:17+00:00,passed,raw,raw/b32_lr1e-4,raw/b32_lr1e-4/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,b32_lr3e-4,8f4900e79671ac22f3d191a53cebb648eff06d6f6255bcf0391dd8b311fef5ab,486.2906742040068,2026-08-22T17:53:26+00:00,ppg_frailty.study_case_result.v2,2026-08-22T17:45:19+00:00,passed,raw,raw/b32_lr3e-4,raw/b32_lr3e-4/resolved_config.yaml
attempts/attempt_001/experiment,1,attempts/attempt_001,b32_lr1e-3,0c35127916bb039c581fdfb3235691bf87d59df1b14b4ea5a9de71df23b12790,475.26554612402106,2026-08-22T18:01:21+00:00,ppg_frailty.study_case_result.v2,2026-08-22T17:53:26+00:00,passed,raw,raw/b32_lr1e-3,raw/b32_lr1e-3/resolved_config.yaml
