model,fold,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
inceptiontime,1,1,0.1101265011917031,0.9644769331470364,2.3998286671025695,0.42081508840903975
inceptiontime,1,2,0.02806546927119295,0.991979740242094,3.3741488689493075,0.27167409077244203
inceptiontime,1,3,0.02012097359633088,0.9938521652498316,3.9008518610173577,0.3611260347324432
inceptiontime,1,4,0.017500200542729414,0.9939592554940249,4.074103246285278,0.2989976381362969
inceptiontime,1,5,0.008418453719590732,0.9977012464130098,4.765499218470285,0.33041105557588496
inceptiontime,1,6,0.007786794052686125,0.9973539553464041,6.311473971011691,0.3569269962920599
inceptiontime,1,7,0.007187019310379308,0.9977737528698704,3.937268922710242,0.4079031032692109
inceptiontime,1,8,0.005830258693822543,0.9980569007282609,4.842430903374775,0.403305709901087
inceptiontime,1,9,0.01397049079011869,0.9954429276787726,3.904652896121529,0.46987140428893587
inceptiontime,1,10,0.004942747817132465,0.997958624535098,5.741639165244516,0.2720113510711224
inceptiontime,1,11,0.009116247954879659,0.9966510099645474,5.390124621225416,0.36644635240055967
inceptiontime,1,12,0.0035009517685452127,0.9989869848209573,4.533160536636259,0.3695500854367902
inceptiontime,1,13,0.004073917445093829,0.9985312221196839,6.617610177465049,0.3638229203757486
inceptiontime,1,14,0.0018233443423829908,0.9994151455930688,6.774145259167465,0.4002179625368245
inceptiontime,1,15,0.01330248829945915,0.9943183525805908,4.3683945642120925,0.299460420852711
inceptiontime,1,16,0.0022707295134216745,0.9992746023542938,5.2807997909113595,0.34752128231031487
inceptiontime,1,17,0.001423494511094225,0.9995178914611779,5.261783354380981,0.38401281717674385
inceptiontime,1,18,0.0022984088881616667,0.9995178914611779,4.56551056874643,0.3768970587073746
inceptiontime,1,19,0.01310029093259699,0.9956862167856567,4.748611057842618,0.31346982958810743
inceptiontime,2,1,0.1492586541682175,0.9474401226479369,2.3313644434900826,0.6149987539568527
inceptiontime,2,2,0.041254084900646366,0.9872064629608813,2.081162045277325,0.6445317181831877
inceptiontime,2,3,0.0343591444189896,0.9878795655205922,3.1892946376171123,0.516766371854923
inceptiontime,2,4,0.012617983207378471,0.9964504512782776,2.4717962717083886,0.5613479100275336
inceptiontime,2,5,0.018039723842349892,0.9934525276954265,2.78886344151255,0.606119245622764
inceptiontime,2,6,0.014159011313529823,0.9952454559546117,2.967212629016821,0.659515734813326
inceptiontime,2,7,0.0192144460915061,0.9940203049517309,2.997258462697229,0.5670354856568641
inceptiontime,2,8,0.008898352686513514,0.9969918927514669,3.152865021592614,0.5357262469832497
inceptiontime,2,9,0.006537894775503239,0.9979901988385301,2.6467913446132543,0.6523208572516016
inceptiontime,2,10,0.0056179748882347865,0.998375929424153,3.481099179660736,0.6128213329542492
inceptiontime,2,11,0.006127986464270744,0.9977136454865719,4.159689437201253,0.582739533726633
inceptiontime,2,12,0.02137469414220746,0.9924533328081946,2.234182322245269,0.6780953575681933
inceptiontime,2,13,0.00942662756937974,0.9964266553209535,2.9583733573415167,0.6090579294316805
inceptiontime,2,14,0.002172699812296189,0.9995061504414586,3.3643977295643315,0.6447242353816262
inceptiontime,2,15,0.00444480665860398,0.9988801743005257,3.6775882079246642,0.5805181561474106
inceptiontime,2,16,0.004631923429126547,0.9991697049876779,3.26490716555774,0.6085067142869253
inceptiontime,2,17,0.006258584695121752,0.9981099830421755,5.924086367108451,0.44828434856777316
inceptiontime,2,18,0.010062092747902273,0.9966186740051679,3.51587495470445,0.5918682452560698
inceptiontime,2,19,0.003582139350217553,0.9989039702578498,3.3116982166165987,0.6415519415775852
inceptiontime,2,20,0.005353736240580909,0.99872471725668,4.077646213543225,0.5814197088486779
inceptiontime,2,21,0.007476127030056605,0.9971715690569348,3.6798941504040608,0.5572956668564261
