source_study,parameter_group,parameter,subset_contract,parameter_value,model,plot_category,config_id,repeat,split_seed,subject_balanced_accuracy,subject_macro_f1,subject_macro_roc_auc_ovr,macro_roc_auc_ovr_applicability,observation_unit,independence_warning
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_055,2,10042,0.5833333333333334,0.5827485380116958,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_055,3,20042,0.5092592592592592,0.5238095238095238,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_055,4,30042,0.5555555555555556,0.5544871794871794,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_055,5,40042,0.5972222222222222,0.5994152046783626,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_056,1,42,0.5046296296296297,0.5108921729611384,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_056,2,10042,0.5787037037037037,0.5904761904761905,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_056,3,20042,0.5925925925925926,0.6051282051282051,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_056,4,30042,0.5601851851851852,0.5644117647058824,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_056,5,40042,0.6527777777777778,0.6720647773279352,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_057,1,42,0.5509259259259259,0.5657305657305657,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_057,2,10042,0.5509259259259259,0.5617283950617283,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_057,3,20042,0.5416666666666666,0.5416666666666666,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_057,4,30042,0.6018518518518519,0.5943923463105049,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_057,5,40042,0.6157407407407408,0.6207407407407407,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_058,1,42,0.6018518518518519,0.6072463768115942,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_058,2,10042,0.5092592592592592,0.5201784417470692,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_058,3,20042,0.5787037037037037,0.5904761904761905,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_058,4,30042,0.6018518518518519,0.5980392156862746,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_058,5,40042,0.5787037037037037,0.5836419753086419,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_059,1,42,0.5370370370370371,0.528369802027091,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_059,2,10042,0.5185185185185185,0.5259147869674184,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_059,3,20042,0.513888888888889,0.5222222222222223,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_059,4,30042,0.5601851851851852,0.5576849733028223,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_059,5,40042,0.5879629629629629,0.5910784313725491,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.3,inception_time,0.3,s1_060,1,42,0.5925925925925926,0.6030165912518853,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.3,inception_time,0.3,s1_060,2,10042,0.4861111111111111,0.4937154348919055,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.3,inception_time,0.3,s1_060,3,20042,0.5,0.5045429666119321,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.3,inception_time,0.3,s1_060,4,30042,0.5648148148148148,0.5588235294117647,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.3,inception_time,0.3,s1_060,5,40042,0.5879629629629629,0.5992063492063493,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_092,1,42,0.4444444444444444,0.4583333333333333,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_092,2,10042,0.5694444444444444,0.5627705627705627,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_092,3,20042,0.5833333333333334,0.5827485380116958,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_092,4,30042,0.6018518518518519,0.5980392156862746,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0,inception_time,0,s1_092,5,40042,0.6620370370370371,0.6714300192561061,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_093,1,42,0.5092592592592592,0.528657616892911,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_093,2,10042,0.5555555555555555,0.5622710622710623,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_093,3,20042,0.5648148148148148,0.5576259489302967,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_093,4,30042,0.5648148148148148,0.5588235294117647,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.03,inception_time,0.03,s1_093,5,40042,0.5370370370370371,0.5557029177718833,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_094,1,42,0.513888888888889,0.5297619047619048,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_094,2,10042,0.5416666666666666,0.531024531024531,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_094,3,20042,0.5740740740740741,0.5836419753086419,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_094,4,30042,0.5231481481481481,0.5329311211664153,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.05,inception_time,0.05,s1_094,5,40042,0.5370370370370371,0.5476190476190476,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_095,1,42,0.5185185185185185,0.5222222222222223,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_095,2,10042,0.5324074074074074,0.5286994660564455,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_095,3,20042,0.5648148148148148,0.5576259489302967,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_095,4,30042,0.6574074074074074,0.6651851851851852,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.15,inception_time,0.15,s1_095,5,40042,0.5787037037037037,0.6037491919844861,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_096,1,42,0.6342592592592592,0.6351960784313726,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_096,2,10042,0.5416666666666666,0.5198879551820729,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_096,3,20042,0.6157407407407407,0.5787037037037037,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,stage1_regularization_factor=label_smoothing,0.2,inception_time,0.2,s1_096,4,30042,0.625,0.6413308913308913,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
