source_study,parameter_group,parameter,subset_contract,parameter_value,model,plot_category,config_count,config_repeat_row_count,repeat_seed_count,within_seed_aggregation,interpretation,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_mean,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_method,subject_macro_f1_n_repeats,subject_macro_f1_mean,subject_macro_f1_sample_sd,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_method,subject_macro_roc_auc_ovr_mean,subject_macro_roc_auc_ovr_sample_sd,subject_macro_roc_auc_ovr_repeat_t_ci95_low,subject_macro_roc_auc_ovr_repeat_t_ci95_high,subject_macro_roc_auc_ovr_applicability,formal_v2_p_value,formal_v2_p_value_applicability
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.01,inception_time,0.01,25,125,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5683333333333334,0.02450049690154259,0.5379119483925849,0.5987547182740818,two_sided_student_t_0.95,5,0.5685009512474897,0.023165273009799616,0.5397374657426601,0.5972644367523192,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.02,inception_time,0.02,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5722222222222222,0.034008088281864725,0.5299956033548954,0.614448841089549,two_sided_student_t_0.95,5,0.5799053633859798,0.03390739099169137,0.5378037767185778,0.6220069500533817,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.2,inception_time,0.2,105,525,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5628483245149912,0.02689539421765293,0.5294532817974338,0.5962433672325487,two_sided_student_t_0.95,5,0.5656623764598991,0.026373116169565707,0.5329158275917038,0.5984089253280945,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0,inception_time,0,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5887037037037037,0.04439329618565973,0.5335821460683734,0.6438252613390341,two_sided_student_t_0.95,5,0.5898218405199064,0.03984943753980223,0.5403422285780642,0.6393014524617485,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.1,inception_time,0.1,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5683333333333332,0.025216823809073054,0.5370225110605596,0.5996441556061068,two_sided_student_t_0.95,5,0.5738534988729204,0.02180105083634761,0.5467839189264174,0.6009230788194233,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.3,inception_time,0.3,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5674074074074074,0.049115112121251726,0.5064229409187077,0.6283918738961071,two_sided_student_t_0.95,5,0.5729916982543042,0.048294628665549864,0.5130259965336713,0.632957399974937,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.4,inception_time,0.4,15,75,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5603086419753087,0.04548339830547425,0.5038335437834391,0.6167837401671783,two_sided_student_t_0.95,5,0.5632512871689135,0.04638637507240155,0.5056549952343359,0.6208475791034911,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.5,inception_time,0.5,25,125,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.565962962962963,0.026468010041473755,0.5330985877903692,0.5988273381355568,two_sided_student_t_0.95,5,0.5683053041956067,0.023685227568758672,0.5388962098342157,0.5977143985569976,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.6,inception_time,0.6,20,100,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5678703703703704,0.02372623079584658,0.5384103637780941,0.5973303769626466,two_sided_student_t_0.95,5,0.5652137841333739,0.020716435168061292,0.5394909324140698,0.590936635852678,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.7,inception_time,0.7,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.562962962962963,0.022990201885065096,0.5344168569708413,0.5915090689550847,two_sided_student_t_0.95,5,0.5620252374282346,0.023937884233623655,0.5323024283821746,0.5917480464742947,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,-1,inception_time,-1,1,5,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5851851851851851,0.060769951196705224,0.5097293246116363,0.660641045758734,two_sided_student_t_0.95,5,0.5890603310784799,0.06454918098535019,0.5089119369354315,0.6692087252215283,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.1,inception_time,0.1,110,550,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5654461279461279,0.02710692576427291,0.5317884341226481,0.5991038217696077,two_sided_student_t_0.95,5,0.5683448544119535,0.026415093181070427,0.5355461841998206,0.6011435246240864,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0,inception_time,0,6,30,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5558641975308642,0.023171284733781862,0.5270932474847988,0.5846351475769297,two_sided_student_t_0.95,5,0.5560914654040514,0.02444016059936457,0.5257449978775023,0.5864379329306005,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.03,inception_time,0.03,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5494444444444444,0.039395944796289856,0.5005279181156683,0.5983609707732205,two_sided_student_t_0.95,5,0.5529080199176616,0.036430599943357705,0.5076734555350302,0.598142584300293,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.05,inception_time,0.05,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5625925925925925,0.033285717019105876,0.5212629161155704,0.6039222690696147,two_sided_student_t_0.95,5,0.5666505497497908,0.030024214757598356,0.5293705632109427,0.6039305362886389,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.15,inception_time,0.15,15,75,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.561358024691358,0.04388819433042469,0.506863633845099,0.6158524155376169,two_sided_student_t_0.95,5,0.5641039450934993,0.04378832536279399,0.5097335579488851,0.6184743322381134,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.2,inception_time,0.2,25,125,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.567111111111111,0.02935042057498789,0.5306677505510095,0.6035544716712126,two_sided_student_t_0.95,5,0.5690854269024803,0.02688584655420627,0.5357022391748916,0.6024686146300691,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.3,inception_time,0.3,20,100,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5669907407407407,0.01847114890597554,0.54405578013873,0.5899257013427515,two_sided_student_t_0.95,5,0.5648389177397559,0.01761655003420557,0.5429650817897276,0.5867127536897843,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.9,inception_time,0.9,151,755,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5653298994358597,0.028210192404562903,0.5303023191447126,0.6003574797270067,two_sided_student_t_0.95,5,0.5675902311649061,0.025950252273820487,0.5353687371721978,0.5998117251576145,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,1,inception_time,1,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5666666666666667,0.038701045451863654,0.5186129718362399,0.6147203614970934,two_sided_student_t_0.95,5,0.570658409318691,0.038190057603976986,0.5232391897025048,0.6180776289348773,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.7,inception_time,0.7,15,75,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5756172839506173,0.020184807637953658,0.5505545349959018,0.6006800329053328,two_sided_student_t_0.95,5,0.5770032959020814,0.022190912194356142,0.5494496391430485,0.6045569526611144,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.5,inception_time,0.5,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5518518518518518,0.027630783909956977,0.5175437022287104,0.5861600014749933,two_sided_student_t_0.95,5,0.5546030669767402,0.030632124770670333,0.5165682604605131,0.5926378734929674,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.3,inception_time,0.3,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5537037037037036,0.0159033000345534,0.5339571485981659,0.5734502588092413,two_sided_student_t_0.95,5,0.552766367681668,0.021398866743245187,0.5261961652442205,0.5793365701191154,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.2,inception_time,0.2,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5344444444444443,0.030983258012867335,0.49597364842280856,0.57291524046608,two_sided_student_t_0.95,5,0.5372870531037048,0.03565398904509319,0.4930167785140611,0.5815573276933486,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,185,925,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5645795795795795,0.026634090752372643,0.5315089879674665,0.5976501711916925,two_sided_student_t_0.95,5,0.5667496675608519,0.025417924642194684,0.5351891456235824,0.5983101894981213,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,reference,inception_time,reference,1,5,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5851851851851851,0.060769951196705224,0.5097293246116363,0.660641045758734,two_sided_student_t_0.95,5,0.5890603310784799,0.06454918098535019,0.5089119369354315,0.6692087252215283,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_screen_group,all_archived_config_repeats,main_effect,inception_time,main_effect,140,700,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5638359788359788,0.026285216834785293,0.5311985714072464,0.5964733862647112,two_sided_student_t_0.95,5,0.5665337891007911,0.025095198457260676,0.5353739846486318,0.5976935935529504,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_screen_group,all_archived_config_repeats,strong_combo,inception_time,strong_combo,45,225,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5668930041152264,0.027958034249817316,0.5321785195266804,0.6016074887037723,two_sided_student_t_0.95,5,0.5674212894365965,0.026877044402574355,0.5340490310237959,0.6007935478493972,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_screen_group,all_archived_config_repeats,N/A,inception_time,N/A,1,5,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5851851851851851,0.060769951196705224,0.5097293246116363,0.660641045758734,two_sided_student_t_0.95,5,0.5890603310784799,0.06454918098535019,0.5089119369354315,0.6692087252215283,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_regularization_factor,all_archived_config_repeats,baseline,inception_time,baseline,5,25,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5803703703703704,0.03895717109465493,0.531998653550273,0.6287420871904679,two_sided_student_t_0.95,5,0.5854421825813519,0.03741698137034941,0.5389828638923281,0.6319015012703758,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_regularization_factor,all_archived_config_repeats,weight_decay,inception_time,weight_decay,45,225,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5669753086419753,0.03109524289400661,0.5283654650250859,0.6055851522588648,two_sided_student_t_0.95,5,0.5702827306963565,0.030492322077612186,0.5324215121509516,0.6081439492417614,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_regularization_factor,all_archived_config_repeats,dropout,inception_time,dropout,35,175,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5667989417989417,0.026472712342225774,0.5339287279487955,0.599669155649088,two_sided_student_t_0.95,5,0.5691480270234667,0.023622992797024248,0.5398162073375747,0.5984798467093586,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,stage1_regularization_factor,all_archived_config_repeats,label_smoothing,inception_time,label_smoothing,30,150,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.557932098765432,0.024119684160440233,0.5279835552953678,0.5878806422354963,two_sided_student_t_0.95,5,0.5598932162931954,0.021119186576334173,0.533670282650013,0.5861161499363778,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
