source_study,parameter_group,parameter,subset_contract,parameter_value,model,plot_category,config_id,repeat,split_seed,subject_balanced_accuracy,subject_macro_f1,subject_macro_roc_auc_ovr,macro_roc_auc_ovr_applicability,observation_unit,independence_warning
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_088,1,42,0.6481481481481481,0.6587301587301587,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_088,2,10042,0.5324074074074074,0.5265151515151515,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_088,3,20042,0.4629629629629629,0.4682539682539682,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_088,4,30042,0.5879629629629629,0.6097435897435898,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_088,5,40042,0.5740740740740741,0.5978835978835978,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_089,1,42,0.6342592592592592,0.6237037037037036,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_089,2,10042,0.4305555555555555,0.4163806254767353,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_089,3,20042,0.5370370370370371,0.5557029177718833,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_089,4,30042,0.4814814814814814,0.4984615384615384,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_089,5,40042,0.5,0.525,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_090,1,42,0.5648148148148148,0.5668627450980392,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_090,2,10042,0.5462962962962963,0.5496296296296297,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_090,3,20042,0.5601851851851852,0.5588235294117648,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_090,4,30042,0.6157407407407408,0.595959595959596,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_090,5,40042,0.5324074074074074,0.5286994660564455,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_091,1,42,0.6712962962962963,0.6650326797385621,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_091,2,10042,0.6712962962962963,0.6551226551226551,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_091,3,20042,0.625,0.6302941176470589,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_091,4,30042,0.5740740740740741,0.5703661327231121,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_091,5,40042,0.5648148148148148,0.5888888888888889,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_092,1,42,0.4444444444444444,0.4583333333333333,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_092,2,10042,0.5694444444444444,0.5627705627705627,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_092,3,20042,0.5833333333333334,0.5827485380116958,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_092,4,30042,0.6018518518518519,0.5980392156862746,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_092,5,40042,0.6620370370370371,0.6714300192561061,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_093,1,42,0.5092592592592592,0.528657616892911,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_093,2,10042,0.5555555555555555,0.5622710622710623,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_093,3,20042,0.5648148148148148,0.5576259489302967,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_093,4,30042,0.5648148148148148,0.5588235294117647,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_093,5,40042,0.5370370370370371,0.5557029177718833,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_094,1,42,0.513888888888889,0.5297619047619048,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_094,2,10042,0.5416666666666666,0.531024531024531,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_094,3,20042,0.5740740740740741,0.5836419753086419,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_094,4,30042,0.5231481481481481,0.5329311211664153,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_094,5,40042,0.5370370370370371,0.5476190476190476,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_095,1,42,0.5185185185185185,0.5222222222222223,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_095,2,10042,0.5324074074074074,0.5286994660564455,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_095,3,20042,0.5648148148148148,0.5576259489302967,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_095,4,30042,0.6574074074074074,0.6651851851851852,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_095,5,40042,0.5787037037037037,0.6037491919844861,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_096,1,42,0.6342592592592592,0.6351960784313726,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_096,2,10042,0.5416666666666666,0.5198879551820729,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_096,3,20042,0.6157407407407407,0.5787037037037037,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_096,4,30042,0.625,0.6413308913308913,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_096,5,40042,0.5370370370370371,0.5629930132972728,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_097,1,42,0.6435185185185185,0.6336080325850146,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_097,2,10042,0.4953703703703704,0.4869754665151085,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_097,3,20042,0.5416666666666666,0.5339105339105339,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_097,4,30042,0.5370370370370371,0.5240125035521456,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_097,5,40042,0.5324074074074074,0.5333333333333333,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_098,1,42,0.5231481481481481,0.5227450980392158,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_098,2,10042,0.6018518518518519,0.6154923507864685,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_098,3,20042,0.6388888888888888,0.6318181818181818,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_098,4,30042,0.6990740740740741,0.6990740740740741,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_098,5,40042,0.5092592592592592,0.5354126055880442,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_099,1,42,0.5370370370370371,0.528369802027091,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_099,2,10042,0.5879629629629629,0.5940740740740741,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_099,3,20042,0.6944444444444443,0.6994152046783627,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_099,4,30042,0.6851851851851851,0.7016687016687017,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_099,5,40042,0.5092592592592592,0.5261158594491927,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_100,1,42,0.5601851851851852,0.5714285714285715,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_100,2,10042,0.5,0.5162393162393163,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_100,3,20042,0.5231481481481481,0.5316239316239316,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_100,4,30042,0.6851851851851851,0.704014939309057,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_100,5,40042,0.4814814814814814,0.4954870837223779,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_101,1,42,0.5509259259259259,0.5657305657305657,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_101,2,10042,0.5972222222222222,0.6047619047619048,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_101,3,20042,0.4953703703703704,0.4870327993897788,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_101,4,30042,0.5694444444444444,0.5642135642135643,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_101,5,40042,0.4722222222222221,0.4655344655344655,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_102,1,42,0.5787037037037037,0.5924888473908082,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_102,2,10042,0.5555555555555555,0.5571428571428572,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_102,3,20042,0.5370370370370371,0.5476190476190476,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_102,4,30042,0.6157407407407408,0.6317045336653181,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_102,5,40042,0.5185185185185185,0.4777777777777777,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_103,1,42,0.5787037037037037,0.5904761904761905,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_103,2,10042,0.5416666666666666,0.5198879551820729,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_103,3,20042,0.5231481481481481,0.5227450980392158,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_103,4,30042,0.6944444444444443,0.7022222222222222,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_103,5,40042,0.5879629629629629,0.6097435897435898,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_104,1,42,0.6620370370370371,0.6634615384615384,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_104,2,10042,0.4861111111111111,0.441077441077441,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_104,3,20042,0.611111111111111,0.6248812915479581,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_104,4,30042,0.5601851851851852,0.5588235294117648,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_104,5,40042,0.5787037037037037,0.6037491919844861,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_105,1,42,0.6342592592592592,0.6351960784313726,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_105,2,10042,0.5972222222222222,0.5961352657004831,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_105,3,20042,0.5601851851851852,0.5750000000000001,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_105,4,30042,0.6574074074074074,0.6678733031674208,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_105,5,40042,0.6296296296296297,0.6527777777777777,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_106,1,42,0.5925925925925926,0.6030165912518853,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_106,2,10042,0.6018518518518519,0.5943923463105049,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_106,3,20042,0.5231481481481481,0.5149572649572649,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_106,4,30042,0.6574074074074074,0.6678733031674208,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260608_1206_overfitting_sweep_stage1_rank2,study_factor,overfit_stage,all_archived_config_repeats,stage1,inception_time,stage1,s1_106,5,40042,0.5370370370370371,0.5557029177718833,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
