source_study,comparison_family,comparison_id,comparison_role,factor,epoch,reference_case_id,candidate_case_id,repeat,split_seed,comparison_contract_status,difference_direction,reference_balanced_accuracy,candidate_balanced_accuracy,balanced_accuracy_delta,reference_macro_f1,candidate_macro_f1,macro_f1_delta,reference_macro_roc_auc_ovr,candidate_macro_roc_auc_ovr,macro_roc_auc_ovr_delta,macro_roc_auc_ovr_applicability,macro_roc_auc_ovr_unavailability_reason,automatic_selection
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.4768518518518518,-0.06481481481481483,0.565318302387268,0.487903667214012,-0.07741463517325597,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5324074074074074,0.625,0.09259259259259256,0.5365497076023392,0.6327450980392157,0.09619539043687653,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5555555555555556,0.6527777777777778,0.09722222222222221,0.5706093189964158,0.6619548872180451,0.09134556822162931,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.6388888888888888,0.6851851851851851,0.04629629629629628,0.6309523809523809,0.6891025641025642,0.05815018315018328,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=5:s1_020_vs_s1_001:signal=3,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,5,s1_001,s1_020,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5324074074074074,0.4490740740740741,-0.08333333333333331,0.5324675324675324,0.4587301587301587,-0.07373737373737371,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=5:s1_025_vs_s1_001:signal=4,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,5,s1_001,s1_025,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.6296296296296297,0.08796296296296302,0.565318302387268,0.6385185185185186,0.0732002161312506,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=5:s1_025_vs_s1_001:signal=4,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,5,s1_001,s1_025,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5324074074074074,0.5,-0.03240740740740744,0.5365497076023392,0.5162393162393163,-0.020310391363022928,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=5:s1_025_vs_s1_001:signal=4,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,5,s1_001,s1_025,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5555555555555556,0.5972222222222222,0.04166666666666663,0.5706093189964158,0.6024844720496895,0.03187515305327371,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=5:s1_025_vs_s1_001:signal=4,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,5,s1_001,s1_025,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.6388888888888888,0.6203703703703703,-0.01851851851851849,0.6309523809523809,0.6286576168929111,-0.0022947640594698226,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=5:s1_025_vs_s1_001:signal=4,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,5,s1_001,s1_025,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5324074074074074,0.6157407407407407,0.08333333333333326,0.5324675324675324,0.591779448621554,0.05931191615402154,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=5:s1_006_vs_s1_001:signal=5,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,5,s1_001,s1_006,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.5,-0.04166666666666663,0.565318302387268,0.525,-0.04031830238726797,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=5:s1_006_vs_s1_001:signal=5,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,5,s1_001,s1_006,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5324074074074074,0.5972222222222222,0.06481481481481477,0.5365497076023392,0.5994152046783626,0.0628654970760234,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=5:s1_006_vs_s1_001:signal=5,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,5,s1_001,s1_006,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5555555555555556,0.6574074074074074,0.10185185185185186,0.5706093189964158,0.6810035842293907,0.11039426523297491,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=5:s1_006_vs_s1_001:signal=5,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,5,s1_001,s1_006,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.6388888888888888,0.6342592592592592,-0.00462962962962965,0.6309523809523809,0.6428571428571429,0.011904761904761973,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=5:s1_006_vs_s1_001:signal=5,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,5,s1_001,s1_006,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5324074074074074,0.5462962962962963,0.01388888888888884,0.5324675324675324,0.5222222222222223,-0.010245310245310169,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=8:s1_068_vs_s1_038:signal=6,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,8,s1_038,s1_068,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5833333333333334,0.5740740740740741,-0.0092592592592593,0.5891975308641976,0.556390977443609,-0.03280655342058858,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=8:s1_068_vs_s1_038:signal=6,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,8,s1_038,s1_068,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5,0.5509259259259259,0.05092592592592593,0.5111111111111111,0.5657305657305657,0.05461945461945461,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=8:s1_068_vs_s1_038:signal=6,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,8,s1_038,s1_068,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.5879629629629629,0.04629629629629628,0.5416666666666666,0.5910784313725491,0.04941176470588249,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=8:s1_068_vs_s1_038:signal=6,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,8,s1_038,s1_068,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5277777777777778,0.611111111111111,0.08333333333333326,0.522473604826546,0.5940242763772176,0.07155067155067152,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=combined_regularization:epoch=8:s1_068_vs_s1_038:signal=6,exploratory_post_hoc_factor_signal_not_ablation,combined_regularization,8,s1_038,s1_068,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5972222222222222,0.6157407407407408,0.0185185185185186,0.6024844720496895,0.6369770580296895,0.034492585980000046,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=8:s1_050_vs_s1_038:signal=7,exploratory_post_hoc_factor_signal_not_ablation,dropout,8,s1_038,s1_050,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5833333333333334,0.6203703703703703,0.03703703703703698,0.5891975308641976,0.6308641975308642,0.04166666666666663,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=8:s1_050_vs_s1_038:signal=7,exploratory_post_hoc_factor_signal_not_ablation,dropout,8,s1_038,s1_050,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5,0.513888888888889,0.01388888888888895,0.5111111111111111,0.5222222222222223,0.011111111111111183,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=8:s1_050_vs_s1_038:signal=7,exploratory_post_hoc_factor_signal_not_ablation,dropout,8,s1_038,s1_050,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.5509259259259259,0.0092592592592593,0.5416666666666666,0.5585721468074408,0.0169054801407742,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=8:s1_050_vs_s1_038:signal=7,exploratory_post_hoc_factor_signal_not_ablation,dropout,8,s1_038,s1_050,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5277777777777778,0.6064814814814815,0.07870370370370372,0.522473604826546,0.5900350478355594,0.06756144300901334,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=dropout:epoch=8:s1_050_vs_s1_038:signal=7,exploratory_post_hoc_factor_signal_not_ablation,dropout,8,s1_038,s1_050,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5972222222222222,0.5972222222222222,0.0,0.6024844720496895,0.6047619047619048,0.002277432712215366,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=8:s1_056_vs_s1_038:signal=8,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,8,s1_038,s1_056,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5833333333333334,0.5046296296296297,-0.07870370370370372,0.5891975308641976,0.5108921729611384,-0.07830535790305915,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=8:s1_056_vs_s1_038:signal=8,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,8,s1_038,s1_056,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5,0.5787037037037037,0.07870370370370372,0.5111111111111111,0.5904761904761905,0.07936507936507942,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=8:s1_056_vs_s1_038:signal=8,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,8,s1_038,s1_056,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.5925925925925926,0.05092592592592593,0.5416666666666666,0.6051282051282051,0.06346153846153846,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=8:s1_056_vs_s1_038:signal=8,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,8,s1_038,s1_056,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5277777777777778,0.5601851851851852,0.03240740740740744,0.522473604826546,0.5644117647058824,0.041938159879336356,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=label_smoothing:epoch=8:s1_056_vs_s1_038:signal=8,exploratory_post_hoc_factor_signal_not_ablation,label_smoothing,8,s1_038,s1_056,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5972222222222222,0.6527777777777778,0.05555555555555558,0.6024844720496895,0.6720647773279352,0.06958030527824577,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=8:s1_064_vs_s1_038:signal=9,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,8,s1_038,s1_064,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5833333333333334,0.5879629629629629,0.004629629629629539,0.5891975308641976,0.5921052631578947,0.0029077322936971184,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=8:s1_064_vs_s1_038:signal=9,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,8,s1_038,s1_064,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5,0.5833333333333334,0.08333333333333337,0.5111111111111111,0.5921855921855922,0.08107448107448112,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=8:s1_064_vs_s1_038:signal=9,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,8,s1_038,s1_064,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.5925925925925926,0.05092592592592593,0.5416666666666666,0.5866666666666666,0.04499999999999993,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=8:s1_064_vs_s1_038:signal=9,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,8,s1_038,s1_064,4,30042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5277777777777778,0.6018518518518519,0.07407407407407407,0.522473604826546,0.6216931216931217,0.09921951686657571,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=max_windows_fraction:epoch=8:s1_064_vs_s1_038:signal=9,exploratory_post_hoc_factor_signal_not_ablation,max_windows_fraction,8,s1_038,s1_064,5,40042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5972222222222222,0.5648148148148148,-0.03240740740740744,0.6024844720496895,0.5081699346405228,-0.09431453740916662,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=8:s1_044_vs_s1_038:signal=10,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,8,s1_038,s1_044,1,42,matched_aggregate_repeat_seed,candidate_minus_reference,0.5833333333333334,0.5462962962962963,-0.03703703703703709,0.5891975308641976,0.536472148541114,-0.05272538232308355,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=8:s1_044_vs_s1_038:signal=10,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,8,s1_038,s1_044,2,10042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5,0.5370370370370371,0.03703703703703709,0.5111111111111111,0.5521620142309798,0.0410509031198687,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
20260608_1206_overfitting_sweep_stage1_rank2,20260608_1206_overfitting_sweep_stage1_rank2_factor_signals,20260608_1206_overfitting_sweep_stage1_rank2:factor=weight_decay:epoch=8:s1_044_vs_s1_038:signal=10,exploratory_post_hoc_factor_signal_not_ablation,weight_decay,8,s1_038,s1_044,3,20042,matched_aggregate_repeat_seed,candidate_minus_reference,0.5416666666666666,0.5416666666666666,0.0,0.5416666666666666,0.546031746031746,0.00436507936507935,,,,N/A_probability_level_participant_oof_not_archived,continuous participant-level OOF class probabilities were not archived,False
