model_id,dataset,evaluation_scope,aggregation_level,file_score_aggregation,observation_count,participant_count,file_count,window_count,balanced_accuracy,macro_f1,sensitivity,specificity,roc_auc,pr_auc,worst_fold_balanced_accuracy
frailty29_trained_motion_detector,frailty29_outer_oof,source_grouped_oof,window,not_applicable,21785,29,256,21785,0.952765518677495,0.8167738610348021,0.9285714285714286,0.9769596087835614,0.9773113147002271,0.8085410789900145,0.8950393224440412
frailty29_trained_motion_detector,frailty29_outer_oof,source_grouped_oof,file,median,256,29,256,21785,0.9650201926063995,0.967967967967968,0.9369369369369369,0.993103448275862,0.9701770736253494,0.9786150019053127,0.9166666666666667
