source_study,parameter_group,parameter,subset_contract,parameter_value,model,plot_category,config_count,config_repeat_row_count,repeat_seed_count,within_seed_aggregation,interpretation,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_mean,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_method,subject_macro_f1_n_repeats,subject_macro_f1_mean,subject_macro_f1_sample_sd,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_method,subject_macro_roc_auc_ovr_mean,subject_macro_roc_auc_ovr_sample_sd,subject_macro_roc_auc_ovr_repeat_t_ci95_low,subject_macro_roc_auc_ovr_repeat_t_ci95_high,subject_macro_roc_auc_ovr_applicability,formal_v2_p_value,formal_v2_p_value_applicability
20260625_2320_overfitting_sweep_stage1_rank2,training_budget,cnn_epochs,all_archived_config_repeats,9,inception_time,9,43,215,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5200689061154178,0.04308815929998336,0.46656788996375964,0.5735699222670759,two_sided_student_t_0.95,5,0.5115372496251428,0.04650655719876714,0.45379173187102945,0.5692827673792562,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,training_budget,cnn_epochs,all_archived_config_repeats,10,inception_time,10,43,215,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5356804478897502,0.03613600305820684,0.4908116738533936,0.5805492219261068,two_sided_student_t_0.95,5,0.5235356808239561,0.03788271458909887,0.47649807796444343,0.5705732836834687,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,training_budget,cnn_epochs,all_archived_config_repeats,15,inception_time,15,43,215,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5203488372093024,0.03612600919082245,0.4754924721982797,0.565205202220325,two_sided_student_t_0.95,5,0.5077931557005153,0.03608016505245992,0.46299371370562614,0.5525925976954045,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.005,inception_time,0.005,90,450,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5195987654320988,0.03442301736911891,0.4768569440553209,0.5623405868088767,two_sided_student_t_0.95,5,0.5083222804501861,0.034092885545354785,0.4659903718736375,0.5506541890267348,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.001,inception_time,0.001,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5549382716049382,0.06018122810669805,0.48021340729716266,0.6296631359127138,two_sided_student_t_0.95,5,0.5465907086581321,0.06539438143077454,0.4653928595507344,0.6277885577655298,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.002,inception_time,0.002,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5530864197530864,0.08785866678055176,0.44399547628149405,0.6621773632246787,two_sided_student_t_0.95,5,0.5443414787148653,0.09463204210332532,0.42684027895866317,0.6618426784710674,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.01,inception_time,0.01,27,135,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5368998628257888,0.043043771082338166,0.48345396192592516,0.5903457637256525,two_sided_student_t_0.95,5,0.5261246744504406,0.04755277755190116,0.4670801025496527,0.5851692463512286,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.02,inception_time,0.02,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5447530864197531,0.06464004950964737,0.4644918641015149,0.6250143087379912,two_sided_student_t_0.95,5,0.5341971565501725,0.06662554128458069,0.45147062057626997,0.6169236925240751,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,all_archived_config_repeats,0.0001,inception_time,0.0001,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5179012345679013,0.032326471537718914,0.4777626186705569,0.5580398504652456,two_sided_student_t_0.95,5,0.5044940739950836,0.03810326510203026,0.4571826215038787,0.5518055264862886,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.5,inception_time,0.5,84,420,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5203483245149911,0.037886241042495335,0.47330634298525476,0.5673903060447275,two_sided_student_t_0.95,5,0.5093817624939034,0.038179632761533695,0.461975487029266,0.5567880379585408,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.3,inception_time,0.3,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5527777777777778,0.0603965109150502,0.4777856045574391,0.6277699509981165,two_sided_student_t_0.95,5,0.5430409754516633,0.06124058598916699,0.4670007446000127,0.619081206303314,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.4,inception_time,0.4,18,90,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5293724279835391,0.023151291510398898,0.5006263028031563,0.5581185531639219,two_sided_student_t_0.95,5,0.518015976754665,0.02258093775402806,0.48997803929980815,0.5460539142095219,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.6,inception_time,0.6,18,90,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5391460905349794,0.05203660328077271,0.4745341136524319,0.6037580674175269,two_sided_student_t_0.95,5,0.5278847124856632,0.05770863924363977,0.4562299727515066,0.5995394522198196,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,0.7,inception_time,0.7,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5391975308641975,0.06469160835405341,0.4588722897850714,0.6195227719433236,two_sided_student_t_0.95,5,0.5287853667597913,0.07129751367837725,0.44025781086390964,0.6173129226556728,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_dropout,all_archived_config_repeats,-1,inception_time,-1,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5179012345679013,0.032326471537718914,0.4777626186705569,0.5580398504652456,two_sided_student_t_0.95,5,0.5044940739950836,0.03810326510203026,0.4571826215038787,0.5518055264862886,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.2,inception_time,0.2,84,420,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5173721340388007,0.03769072487284649,0.47057291789798394,0.5641713501796174,two_sided_student_t_0.95,5,0.5064943411248906,0.03820888803382392,0.4590517404418927,0.5539369418078884,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.05,inception_time,0.05,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.546604938271605,0.04406127697467391,0.4918956369372678,0.6013142396059421,two_sided_student_t_0.95,5,0.5349347294644105,0.04328759741191052,0.48118607818930265,0.5886833807395183,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.1,inception_time,0.1,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5330246913580247,0.024145194093343158,0.5030444731226782,0.5630049095933711,two_sided_student_t_0.95,5,0.5240369261049926,0.02360366746153859,0.4947291019924265,0.5533447502175588,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.15,inception_time,0.15,18,90,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5404835390946502,0.04039892053826119,0.4903216538959965,0.5906454242933038,two_sided_student_t_0.95,5,0.5310324522331498,0.04265840538177997,0.47806504604981176,0.5839998584164877,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0.3,inception_time,0.3,18,90,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5439814814814814,0.044228588306553226,0.48906443568985813,0.5988985272731047,two_sided_student_t_0.95,5,0.5304853178362474,0.048689960196744826,0.470028747185975,0.5909418884865199,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_label_smoothing,all_archived_config_repeats,0,inception_time,0,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5179012345679013,0.032326471537718914,0.4777626186705569,0.5580398504652456,two_sided_student_t_0.95,5,0.5044940739950836,0.03810326510203026,0.4571826215038787,0.5518055264862886,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.9,inception_time,0.9,120,600,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5242283950617284,0.03718922684521882,0.4780518709669871,0.5704049191564696,two_sided_student_t_0.95,5,0.5132574230996003,0.03845261540041589,0.4655121949201282,0.5610026512790725,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,1,inception_time,1,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5280864197530863,0.06888837724930585,0.44255020182794386,0.6136226376782288,two_sided_student_t_0.95,5,0.518705975542831,0.06784390774071714,0.43446663780372474,0.6029453132819373,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.7,inception_time,0.7,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5564814814814815,0.06497628329353469,0.4758027697788106,0.6371601931841524,two_sided_student_t_0.95,5,0.5454482998293739,0.06539528961904152,0.4642493230573016,0.6266472766014463,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,input_and_windowing,max_windows_fraction,all_archived_config_repeats,0.5,inception_time,0.5,3,15,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.537037037037037,0.023732340276589024,0.5075694445224752,0.5665046295515987,two_sided_student_t_0.95,5,0.519962702121584,0.025199010015386287,0.48867399859510274,0.5512514056480653,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,quality_feature_aggregation,sqi_mode,all_archived_config_repeats,none,inception_time,none,117,585,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5217394745172522,0.03559299391739108,0.4775449353817421,0.5659340136527624,two_sided_student_t_0.95,5,0.5103737275552043,0.03733250027238261,0.4640193060040545,0.556728149106354,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,quality_feature_aggregation,sqi_mode,all_archived_config_repeats,top70_quality,inception_time,top70_quality,6,30,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5591049382716049,0.08840114491276065,0.449340419233436,0.6688694573097739,two_sided_student_t_0.95,5,0.5506776316003219,0.09132281135372344,0.4372853845276493,0.6640698786729945,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,quality_feature_aggregation,sqi_mode,all_archived_config_repeats,top50_quality,inception_time,top50_quality,6,30,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5623456790123457,0.042513261466849334,0.5095584928027354,0.615132865221956,two_sided_student_t_0.95,5,0.554241631812099,0.04341161867711835,0.5003389877969708,0.6081442758272271,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,quality_feature_aggregation,aggregation,all_archived_config_repeats,mean_prob,inception_time,mean_prob,120,600,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5224459876543209,0.036243399778989105,0.4774438629762438,0.567448112332398,two_sided_student_t_0.95,5,0.5110772306613128,0.03748993523414722,0.46452732778608136,0.5576271335365444,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
20260625_2320_overfitting_sweep_stage1_rank2,quality_feature_aggregation,aggregation,all_archived_config_repeats,quality_weighted_mean,inception_time,quality_weighted_mean,9,45,5,equal_mean_across_configs_with_parameter_value,marginal_descriptive_not_single_factor_causal,5,0.5643004115226338,0.05486057451808602,0.4961820112227514,0.6324188118225161,two_sided_student_t_0.95,5,0.5571082250084308,0.05621833404697762,0.48730394358330564,0.626912506433556,two_sided_student_t_0.95,,,,,N/A_continuous_participant_oof_probabilities_not_archived,,N/A_participant_keyed_matched_oof_predictions_not_archived
