source_study,parameter_group,parameter,subset_contract,parameter_value,model,plot_category,config_id,repeat,split_seed,subject_balanced_accuracy,subject_macro_f1,subject_macro_roc_auc_ovr,macro_roc_auc_ovr_applicability,observation_unit,independence_warning
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_005,2,10042,0.4212962962962963,0.4175293305728088,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_005,3,20042,0.5092592592592592,0.4742471151139882,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_005,4,30042,0.5555555555555555,0.5622710622710623,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_005,5,40042,0.5694444444444444,0.5575396825396824,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_044,1,42,0.625,0.6311111111111111,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_044,2,10042,0.5416666666666666,0.5422222222222222,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_044,3,20042,0.4212962962962963,0.4038336582196231,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_044,4,30042,0.5509259259259259,0.5367965367965367,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_044,5,40042,0.5925925925925926,0.5818181818181817,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_045,1,42,0.625,0.6352882205513785,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_045,2,10042,0.5462962962962963,0.5494117647058824,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_045,3,20042,0.4212962962962963,0.4038336582196231,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_045,4,30042,0.5509259259259259,0.5367965367965367,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_045,5,40042,0.625,0.6217581998474447,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_046,1,42,0.625,0.6311111111111111,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_046,2,10042,0.5416666666666666,0.5373015873015873,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_046,3,20042,0.4629629629629629,0.4593892137751786,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_046,4,30042,0.5231481481481481,0.5044858523119393,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_046,5,40042,0.5277777777777778,0.5181818181818182,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_047,1,42,0.5972222222222222,0.6047619047619048,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_047,2,10042,0.4768518518518518,0.4768518518518518,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_047,3,20042,0.5046296296296297,0.5049624060150376,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_047,4,30042,0.4953703703703704,0.4706349206349207,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_047,5,40042,0.6620370370370371,0.6537878787878788,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_086,1,42,0.5555555555555555,0.5555555555555555,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_086,2,10042,0.5138888888888888,0.5133834586466165,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_086,3,20042,0.4444444444444444,0.4285714285714285,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_086,4,30042,0.5740740740740741,0.5526315789473684,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.001,inception_time,0.001,s1_086,5,40042,0.6759259259259259,0.6579416455577447,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_087,1,42,0.6898148148148149,0.6900584795321637,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_087,2,10042,0.4444444444444444,0.4319291819291819,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_087,3,20042,0.375,0.3506493506493506,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_087,4,30042,0.6064814814814815,0.5849673202614379,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.002,inception_time,0.002,s1_087,5,40042,0.5601851851851852,0.5568181818181818,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_088,1,42,0.5185185185185185,0.522962962962963,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_088,2,10042,0.5138888888888888,0.5133834586466165,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_088,3,20042,0.4444444444444444,0.4285714285714285,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_088,4,30042,0.5370370370370371,0.5121212121212121,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.01,inception_time,0.01,s1_088,5,40042,0.5833333333333334,0.5838509316770186,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_089,1,42,0.5648148148148148,0.5515151515151515,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_089,2,10042,0.5046296296296297,0.5117750804025314,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_089,3,20042,0.5185185185185185,0.4825641025641026,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_089,4,30042,0.5138888888888888,0.4770258980785296,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
20260625_2320_overfitting_sweep_stage1_rank2,optimization_and_regularization,cnn_weight_decay,stage1_regularization_factor=weight_decay,0.02,inception_time,0.02,s1_089,5,40042,0.6203703703703703,0.6201479679740549,,N/A_continuous_participant_oof_probabilities_not_archived,archived_config_repeat_summary,rows share participants and many configurations; boxplots are descriptive
