overfit_stage,n_configs,best_overfit_config_id,best_overfit_config_name,best_subject_balanced_accuracy_mean,best_subject_macro_f1_mean,best_subject_balanced_accuracy_ci95_low,best_worst_class_f1_mean,subject_balanced_accuracy_mean_mean_across_configs,subject_balanced_accuracy_mean_max_across_configs,subject_balanced_accuracy_mean_min_across_configs,subject_macro_f1_mean_mean_across_configs,subject_macro_f1_mean_max_across_configs,subject_macro_f1_mean_min_across_configs,worst_class_f1_mean_mean_across_configs,worst_class_f1_mean_max_across_configs,worst_class_f1_mean_min_across_configs,subject_balanced_accuracy_std_mean_across_configs,subject_balanced_accuracy_std_max_across_configs,subject_balanced_accuracy_std_min_across_configs,train_val_balanced_accuracy_gap_mean_mean_across_configs,train_val_balanced_accuracy_gap_mean_max_across_configs,train_val_balanced_accuracy_gap_mean_min_across_configs,val_train_loss_gap_mean_mean_across_configs,val_train_loss_gap_mean_max_across_configs,val_train_loss_gap_mean_min_across_configs
stage1,6,s1_003,lr5e-4_wd1e-3_do0p2_ls0p05_mw90,0.6333333333333332,0.5988888888888889,0.4763757169735868,0.42666666666666664,0.5638888888888888,0.6333333333333332,0.4666666666666667,0.5209788359788359,0.5988888888888889,0.4223809523809524,0.3322222222222222,0.4333333333333333,0.22333333333333333,0.17072652534406363,0.21942686286812776,0.1405456737852613,0.32684351477097323,0.3325552389743339,0.31937455635756995,1.0558629581290677,2.1020940011939055,0.6971649545456401
