rank,repeat,seed,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,cnn_lr,cnn_weight_decay,cnn_dropout,cnn_label_smoothing,n_train_subjects,n_val_subjects,n_test_subjects,n_train_windows,n_val_windows,n_test_windows,validation_window_balanced_accuracy,validation_window_macro_f1,validation_file_balanced_accuracy,validation_file_macro_f1,validation_subject_balanced_accuracy,validation_subject_macro_f1,window_balanced_accuracy,window_macro_f1,file_balanced_accuracy,file_macro_f1,subject_balanced_accuracy,subject_macro_f1,best_epoch,best_window_balanced_accuracy,duration_sec,report_path,learning_curve_csv,learning_curve_png,pre_frail_precision,pre_frail_recall,pre_frail_f1,pre_frail_support,robust_non_frail_precision,robust_non_frail_recall,robust_non_frail_f1,robust_non_frail_support,young_precision,young_recall,young_f1,young_support,worst_class_recall,worst_class_f1,overfit_stage,overfit_config_id,overfit_config_name,dynamic_data_mode,stage2_source_config_id,is_reference,overfit_grid_cnn_patience,overfit_grid_max_windows_fraction,train_role_mode,validation_role_mode,test_role_mode,n_static_train_files,n_all_role_train_files,n_dynamic_added_train_files,best_epoch_train_balanced_accuracy,best_epoch_val_balanced_accuracy,train_val_balanced_accuracy_gap,best_epoch_train_loss,best_epoch_val_loss,val_train_loss_gap
2,1,42,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9681,2711,3265,0.5731271796005295,0.5311062544877115,0.6,0.5627705627705627,0.6666666666666666,0.611111111111111,0.5106578033441472,0.4702816850577312,0.5333333333333333,0.45743145743145747,0.3333333333333333,0.19047619047619047,20,0.5731271796005295,64.36084667686373,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r1_inceptiontime_extra-0_seq5_ov50_seed42_learning_curve.png,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.4,1.0,0.5714285714285714,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9966101497826735,0.5731271796005295,0.423482970182144,0.00902049964313264,2.3553771720439944,2.3463566724008618
2,2,10042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9754,2703,3200,0.8326495580455856,0.8184262590048191,1.0,1.0,1.0,1.0,0.424720973829215,0.3953655813216785,0.4000000000000001,0.3764309764309764,0.5,0.4666666666666666,32,0.8326495580455856,89.18196355365217,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r2_inceptiontime_extra-0_seq5_ov50_seed10042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r2_inceptiontime_extra-0_seq5_ov50_seed10042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r2_inceptiontime_extra-0_seq5_ov50_seed10042_learning_curve.png,0.3333333333333333,0.5,0.4,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9980464989705298,0.8326495580455856,0.16539694092494417,0.006484051720277331,0.6629037275450839,0.6564196758248065
2,3,20042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9691,2700,3266,0.8385802469135802,0.8329602057875028,0.8666666666666667,0.8653198653198654,1.0,1.0,0.48417200420239737,0.49737447720669664,0.5333333333333333,0.5496216030271758,0.5,0.5222222222222223,34,0.8385802469135802,92.2483257111162,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r3_inceptiontime_extra-0_seq5_ov50_seed20042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r3_inceptiontime_extra-0_seq5_ov50_seed20042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r3_inceptiontime_extra-0_seq5_ov50_seed20042_learning_curve.png,0.5,0.5,0.5,2.0,0.3333333333333333,0.5,0.4,2.0,1.0,0.5,0.6666666666666666,2.0,0.5,0.4,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,1.0,0.8385802469135802,0.16141975308641976,0.0005609953602142864,1.0406962791902306,1.0401352838300162
2,4,30042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9687,2705,3265,0.5753012754713835,0.5109318653885214,0.6,0.5317460317460317,0.6666666666666666,0.6,0.5676335129347198,0.5792583701823978,0.6666666666666666,0.6794805641554866,0.5,0.5222222222222223,3,0.5753012754713835,30.44731678813696,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r4_inceptiontime_extra-0_seq5_ov50_seed30042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r4_inceptiontime_extra-0_seq5_ov50_seed30042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r4_inceptiontime_extra-0_seq5_ov50_seed30042_learning_curve.png,0.3333333333333333,0.5,0.4,2.0,0.5,0.5,0.5,2.0,1.0,0.5,0.6666666666666666,2.0,0.5,0.4,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9880133660011996,0.5753012754713835,0.41271209052981606,0.04045569681925176,1.5376083971063181,1.4971527002870664
2,5,40042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9682,2712,3263,0.4973920607261628,0.4570840893087986,0.5666666666666667,0.5061728395061729,0.5,0.4444444444444444,0.6795252528229684,0.6794276135444953,0.7000000000000001,0.6992481203007519,0.6666666666666666,0.6666666666666666,18,0.4973920607261628,60.61051504872739,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r5_inceptiontime_extra-0_seq5_ov50_seed40042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r5_inceptiontime_extra-0_seq5_ov50_seed40042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r5_inceptiontime_extra-0_seq5_ov50_seed40042_learning_curve.png,0.5,0.5,0.5,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,0.5,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9979221857634526,0.4973920607261628,0.5005301250372898,0.006783411986827151,2.5259311149064665,2.519147702919639
2,6,50042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9692,2703,3262,0.7295065148250743,0.6911309139020666,0.8333333333333334,0.8110516934046346,1.0,1.0,0.5170867782483027,0.48963613475364104,0.5333333333333333,0.48809523809523814,0.5,0.4444444444444444,4,0.7295065148250743,32.838301924057305,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r6_inceptiontime_extra-0_seq5_ov50_seed50042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r6_inceptiontime_extra-0_seq5_ov50_seed50042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r6_inceptiontime_extra-0_seq5_ov50_seed50042_learning_curve.png,0.5,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,2.0,1.0,0.5,0.6666666666666666,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9913075840366389,0.7295065148250743,0.26180106921156454,0.029382402540289062,1.1681869991118163,1.1388045965715272
2,7,60042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9687,2700,3270,0.6570987654320988,0.5417986085115976,0.6666666666666666,0.5386473429951691,0.6666666666666666,0.48888888888888893,0.5431953950498665,0.4778959637368223,0.5666666666666667,0.48956356736242884,0.6666666666666666,0.5555555555555555,3,0.6570987654320988,30.868772640824318,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r7_inceptiontime_extra-0_seq5_ov50_seed60042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r7_inceptiontime_extra-0_seq5_ov50_seed60042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r7_inceptiontime_extra-0_seq5_ov50_seed60042_learning_curve.png,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.6666666666666666,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9875012510335451,0.6570987654320988,0.33040248560144636,0.04302926227779254,2.688415313181726,2.6453860509039333
2,8,70042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9713,2701,3243,0.5067601443565057,0.4248768134946417,0.5333333333333333,0.40075973409306737,0.6666666666666666,0.48888888888888893,0.40749717861906226,0.3988122377554863,0.3666666666666667,0.3636528685548293,0.3333333333333333,0.3333333333333333,16,0.5067601443565057,57.0685971789062,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r8_inceptiontime_extra-0_seq5_ov50_seed70042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r8_inceptiontime_extra-0_seq5_ov50_seed70042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r8_inceptiontime_extra-0_seq5_ov50_seed70042_learning_curve.png,0.0,0.0,0.0,2.0,0.25,0.5,0.3333333333333333,2.0,1.0,0.5,0.6666666666666666,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9971600247840932,0.5067601443565057,0.4903998804275874,0.008514779270991599,4.300197156455805,4.291682377184813
2,9,80042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9734,2678,3245,0.6537581854011273,0.6085916161109478,0.6666666666666666,0.6036324786324786,0.8333333333333334,0.8222222222222223,0.47402681550713127,0.4695081126111245,0.4333333333333333,0.42732434952114584,0.16666666666666666,0.13333333333333333,6,0.6537581854011273,37.293883009813726,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r9_inceptiontime_extra-0_seq5_ov50_seed80042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r9_inceptiontime_extra-0_seq5_ov50_seed80042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r9_inceptiontime_extra-0_seq5_ov50_seed80042_learning_curve.png,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.5,0.4,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9967182637774606,0.6537581854011273,0.34296007837633335,0.011265482250257532,2.401900033459867,2.3906345512096094
2,10,90042,inceptiontime,inception_time,0,50,12,5.0,2.5,50.0,0.9,0.0005,0.0001,0.0,0.0,18,5,6,9759,2657,3241,0.7623867519078061,0.7501620438595142,0.7666666666666666,0.7616161616161617,0.8333333333333334,0.8222222222222223,0.3763259327782917,0.31375583956120195,0.43333333333333335,0.35714285714285715,0.5,0.38888888888888884,13,0.7623867519078061,51.927716087549925,results_frailty3/overfitting_20260608_0752/reports/s1_001/rank02_r10_inceptiontime_extra-0_seq5_ov50_seed90042_report.json,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r10_inceptiontime_extra-0_seq5_ov50_seed90042_learning_curve.csv,results_frailty3/overfitting_20260608_0752/learning_curves/s1_001/rank02_r10_inceptiontime_extra-0_seq5_ov50_seed90042_learning_curve.png,0.5,1.0,0.6666666666666666,2.0,0.5,0.5,0.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,stage1,s1_001,lr5e-4_wd1e-4_do0_ls0_mw90,static_only,,False,12,0.9,static_only,static_only,static_only,90,0,0,0.9988337482736006,0.7623867519078061,0.23644699636579447,0.004453744162149588,2.499674144968931,2.4952204008067813
