case_id,predictive_rank,true_class,predicted_class,metric_source,row_fraction
b16_lr3e-4,1,0,0,participant_oof_pooled_repeats,0.6444444444444445
b16_lr3e-4,1,0,1,participant_oof_pooled_repeats,0.3333333333333333
b16_lr3e-4,1,0,2,participant_oof_pooled_repeats,0.022222222222222223
b16_lr3e-4,1,1,0,participant_oof_pooled_repeats,0.31666666666666665
b16_lr3e-4,1,1,1,participant_oof_pooled_repeats,0.5166666666666667
b16_lr3e-4,1,1,2,participant_oof_pooled_repeats,0.16666666666666666
b16_lr3e-4,1,2,0,participant_oof_pooled_repeats,0.075
b16_lr3e-4,1,2,1,participant_oof_pooled_repeats,0.3
b16_lr3e-4,1,2,2,participant_oof_pooled_repeats,0.625
b16_lr1e-3,2,0,0,participant_oof_pooled_repeats,0.5555555555555556
b16_lr1e-3,2,0,1,participant_oof_pooled_repeats,0.4444444444444444
b16_lr1e-3,2,0,2,participant_oof_pooled_repeats,0.0
b16_lr1e-3,2,1,0,participant_oof_pooled_repeats,0.2833333333333333
b16_lr1e-3,2,1,1,participant_oof_pooled_repeats,0.55
b16_lr1e-3,2,1,2,participant_oof_pooled_repeats,0.16666666666666666
b16_lr1e-3,2,2,0,participant_oof_pooled_repeats,0.075
b16_lr1e-3,2,2,1,participant_oof_pooled_repeats,0.375
b16_lr1e-3,2,2,2,participant_oof_pooled_repeats,0.55
b32_lr3e-4,3,0,0,participant_oof_pooled_repeats,0.5111111111111111
b32_lr3e-4,3,0,1,participant_oof_pooled_repeats,0.4444444444444444
b32_lr3e-4,3,0,2,participant_oof_pooled_repeats,0.044444444444444446
b32_lr3e-4,3,1,0,participant_oof_pooled_repeats,0.2833333333333333
b32_lr3e-4,3,1,1,participant_oof_pooled_repeats,0.5166666666666667
b32_lr3e-4,3,1,2,participant_oof_pooled_repeats,0.2
b32_lr3e-4,3,2,0,participant_oof_pooled_repeats,0.125
b32_lr3e-4,3,2,1,participant_oof_pooled_repeats,0.275
b32_lr3e-4,3,2,2,participant_oof_pooled_repeats,0.6
