case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support
b16_lr3e-4,,0,Pre-Frail,0.5686274509803921,0.6444444444444445,0.78,0.7122222222222223,0.6041666666666666,0.7922222222222223,0.6081674467791672,45
b16_lr3e-4,,1,Robust/Non-Frail,0.5344827586206896,0.5166666666666667,0.6823529411764706,0.5995098039215687,0.5254237288135594,0.636078431372549,0.588242911488494,60
b16_lr3e-4,,2,Young,0.6944444444444444,0.625,0.8952380952380953,0.7601190476190476,0.6578947368421053,0.8278571428571428,0.7147571116530339,40
b16_lr1e-3,,0,Pre-Frail,0.5555555555555556,0.5555555555555556,0.8,0.6777777777777778,0.5555555555555556,0.7848888888888889,0.5838088500635286,45
b16_lr1e-3,,1,Robust/Non-Frail,0.4852941176470588,0.55,0.5882352941176471,0.5691176470588235,0.515625,0.6325490196078432,0.6047742735699433,60
b16_lr1e-3,,2,Young,0.6875,0.55,0.9047619047619048,0.7273809523809525,0.6111111111111112,0.8142857142857144,0.737305211942848,40
b32_lr3e-4,,0,Pre-Frail,0.5111111111111111,0.5111111111111111,0.78,0.6455555555555555,0.5111111111111111,0.7682222222222221,0.572874958028175,45
b32_lr3e-4,,1,Robust/Non-Frail,0.5,0.5166666666666667,0.6352941176470588,0.5759803921568627,0.5081967213114754,0.5833333333333334,0.5104150545793431,60
b32_lr3e-4,,2,Young,0.631578947368421,0.6,0.8666666666666667,0.7333333333333334,0.6153846153846154,0.7973809523809523,0.6895556536340633,40
