case_id,balance_line,declared_source_line,resolved_config_balance_line,source_line_provenance,selected_cell_validation,view_role,case_status,quality_weighting,quality_weight_source,resolved_config_path,primary_ranking_eligible,participant_balanced_accuracy_mean_sd,participant_macro_f1_mean_sd,worst_class_recall,worst_class_f1,expected_calibration_error,repeat_worst_class_recall_population_sd,repeat_worst_class_f1_population_sd,repeat_expected_calibration_error_population_sd,repeat_count,participant_oof_prediction_count,participant_oof_total_count,dropped_participant_oof_count,file_oof_prediction_count,retained_file_oof_prediction_count,dropped_file_oof_prediction_count,source_replay_validation,metric_source,line_a_minus_line_b_balanced_accuracy,line_a_minus_line_b_macro_f1
b16_lr1e-3,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/b16_lr1e-3/resolved_config.yaml,False,54.4 ± 5.8,55.0 ± 6.3,0.4138888888888889,0.4446886446886447,0.21872882516632894,0.05719794522770556,0.032166720423906614,0.07383128312757799,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.008333333333333304,-0.003097135476974877
b16_lr1e-3,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/b16_lr1e-3/resolved_config.yaml,True,55.2 ± 4.6,55.4 ± 5.7,0.3888888888888889,0.42971538265655906,0.22044067671519993,0.08784104611578832,0.05018095049908221,0.03501115537295218,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.008333333333333304,-0.003097135476974877
b16_lr3e-4,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/b16_lr3e-4/resolved_config.yaml,False,58.0 ± 3.3,57.8 ± 3.0,0.42777777777777776,0.45639974518235393,0.2204443813955627,0.11992796191623836,0.08904154470461172,0.04948087967075133,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,-0.015740740740740833,-0.015945651977598785
b16_lr3e-4,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/b16_lr3e-4/resolved_config.yaml,True,59.5 ± 5.5,59.4 ± 5.6,0.4722222222222222,0.5110144927536232,0.21116557475590803,0.06334307917217434,0.054527047488310616,0.04774962305267812,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,-0.015740740740740833,-0.015945651977598785
b32_lr3e-4,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,posthoc_aggregation_only,passed,False,none,raw/b32_lr3e-4/resolved_config.yaml,False,55.8 ± 2.2,55.7 ± 2.7,0.39166666666666666,0.45866666666666667,0.2280356072583097,0.062360956446232366,0.05626500303824239,0.03650856324258483,5,145,145,0,725,725,0,not_applicable_posthoc_view,file_oof_reaggregation,0.015740740740740833,0.023421165255786747
b32_lr3e-4,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_selected_case_result_cell_roster_and_available_provenance,declared_source_line,passed,False,none,raw/b32_lr3e-4/resolved_config.yaml,True,54.3 ± 2.7,53.4 ± 3.2,0.3416666666666667,0.4140520985722224,0.22686956637202105,0.08940820521906157,0.08415759389883462,0.02632744606904723,5,145,145,0,725,725,0,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,file_oof_reaggregation,0.015740740740740833,0.023421165255786747
