case_id,aggregation_view,declared_source_line,resolved_config_balance_line,source_line_provenance,source_replay_validation,evidence_role,quality_weighting,quality_weight_source,primary_ranking_eligible,participant_balanced_accuracy_mean_sd,participant_macro_f1_mean_sd,worst_class_recall,worst_class_f1,repeat_count,participant_oof_prediction_count,metric_source
b16_lr1e-3,window_balanced_to_participant,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,posthoc_same_oof_sensitivity_only,False,none,False,54.4 ± 5.8,55.0 ± 6.3,0.4138888888888889,0.4446886446886447,5,145,same_fitted_oof_report_reaggregation
b16_lr1e-3,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,posthoc_same_oof_sensitivity_only,False,none,False,54.4 ± 5.8,55.0 ± 6.3,0.4138888888888889,0.4446886446886447,5,145,same_fitted_oof_report_reaggregation
b16_lr1e-3,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,declared_training_aggregation,False,none,True,55.2 ± 4.6,55.4 ± 5.7,0.3888888888888889,0.42971538265655906,5,145,same_fitted_oof_report_reaggregation
b16_lr3e-4,window_balanced_to_participant,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,posthoc_same_oof_sensitivity_only,False,none,False,58.0 ± 3.3,57.8 ± 3.0,0.42777777777777776,0.45639974518235393,5,145,same_fitted_oof_report_reaggregation
b16_lr3e-4,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,posthoc_same_oof_sensitivity_only,False,none,False,58.0 ± 3.3,57.8 ± 3.0,0.42777777777777776,0.45639974518235393,5,145,same_fitted_oof_report_reaggregation
b16_lr3e-4,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,declared_training_aggregation,False,none,True,59.5 ± 5.5,59.4 ± 5.6,0.4722222222222222,0.5110144927536232,5,145,same_fitted_oof_report_reaggregation
b32_lr3e-4,window_balanced_to_participant,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,posthoc_same_oof_sensitivity_only,False,none,False,55.8 ± 2.2,55.7 ± 2.7,0.39166666666666666,0.45866666666666667,5,145,same_fitted_oof_report_reaggregation
b32_lr3e-4,line_a_equal_files,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,posthoc_same_oof_sensitivity_only,False,none,False,55.8 ± 2.2,55.7 ± 2.7,0.39166666666666666,0.45866666666666667,5,145,same_fitted_oof_report_reaggregation
b32_lr3e-4,line_b_equal_role_families,line_b_equal_role_families,line_b_equal_role_families,selected_file_oof_effective_line,exact_match_persisted_subject_oof_atol_1e-7_with_dropped_coverage,declared_training_aggregation,False,none,True,54.3 ± 2.7,53.4 ± 3.2,0.3416666666666667,0.4140520985722224,5,145,same_fitted_oof_report_reaggregation
