case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support,aggregation_view,declared_source_line,evidence_role,quality_weighting,quality_weight_source,metric_source
b32_lr3e-4,3,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8571428571428572,0.8038690476190475,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,0,Pre-Frail,0.5,0.3333333333333333,0.85,0.5916666666666667,0.4,0.8277777777777777,0.6696889530222865,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,1,Robust/Non-Frail,0.47058823529411764,0.6666666666666666,0.47058823529411764,0.5686274509803921,0.5517241379310345,0.6323529411764706,0.5936630401761981,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8452380952380952,0.8023065476190476,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.7611111111111111,0.5754615754615755,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,1,Robust/Non-Frail,0.5555555555555556,0.4166666666666667,0.7647058823529411,0.5906862745098039,0.47619047619047616,0.5490196078431373,0.586766585904517,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,2,Young,0.6,0.75,0.8095238095238095,0.7797619047619048,0.6666666666666666,0.8571428571428572,0.725250626566416,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,0,Pre-Frail,0.5454545454545454,0.6666666666666666,0.75,0.7083333333333333,0.6,0.7444444444444445,0.5942022564829582,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,1,Robust/Non-Frail,0.5384615384615384,0.5833333333333334,0.6470588235294118,0.6151960784313726,0.56,0.5490196078431373,0.4516664451532873,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,2,Young,0.8,0.5,0.9523809523809523,0.7261904761904762,0.6153846153846154,0.7559523809523809,0.7121212121212122,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,0,Pre-Frail,0.5833333333333334,0.7777777777777778,0.75,0.7638888888888888,0.6666666666666666,0.8277777777777777,0.7496438746438747,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.6323529411764707,0.6430158730158732,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,2,Young,0.5,0.375,0.8571428571428571,0.6160714285714286,0.42857142857142855,0.7678571428571429,0.671515984015984,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,0,Pre-Frail,0.6,0.3333333333333333,0.9,0.6166666666666667,0.42857142857142855,0.6944444444444444,0.5514333337369188,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,1,Robust/Non-Frail,0.5294117647058824,0.75,0.5294117647058824,0.6397058823529411,0.6206896551724138,0.6372549019607843,0.5228096179183135,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8571428571428572,0.8038690476190475,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,0,Pre-Frail,0.5,0.3333333333333333,0.85,0.5916666666666667,0.4,0.8277777777777777,0.6696889530222865,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,1,Robust/Non-Frail,0.47058823529411764,0.6666666666666666,0.47058823529411764,0.5686274509803921,0.5517241379310345,0.6323529411764706,0.5936630401761981,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8452380952380952,0.8023065476190476,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.7722222222222223,0.5180877277368505,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,1,Robust/Non-Frail,0.42857142857142855,0.25,0.7647058823529411,0.5073529411764706,0.3157894736842105,0.5098039215686274,0.5521483726631152,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,2,Young,0.5,0.75,0.7142857142857143,0.7321428571428572,0.6,0.8452380952380952,0.7253434065934066,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,0,Pre-Frail,0.45454545454545453,0.5555555555555556,0.7,0.6277777777777778,0.5,0.7611111111111111,0.6042236086353734,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,1,Robust/Non-Frail,0.5,0.5833333333333334,0.5882352941176471,0.5857843137254902,0.5384615384615384,0.5882352941176471,0.49295889295889306,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,2,Young,0.75,0.375,0.9523809523809523,0.6636904761904762,0.5,0.7440476190476191,0.682683629776021,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,0,Pre-Frail,0.5833333333333334,0.7777777777777778,0.75,0.7638888888888888,0.6666666666666666,0.8222222222222223,0.7133838383838385,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,1,Robust/Non-Frail,0.5555555555555556,0.4166666666666667,0.7647058823529411,0.5906862745098039,0.47619047619047616,0.6029411764705883,0.6464182663031769,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,2,Young,0.5,0.5,0.8095238095238095,0.6547619047619048,0.5,0.761904761904762,0.640265984015984,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,0,Pre-Frail,0.5,0.2222222222222222,0.9,0.5611111111111111,0.3076923076923077,0.6833333333333333,0.55332674571805,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,1,Robust/Non-Frail,0.5294117647058824,0.75,0.5294117647058824,0.6397058823529411,0.6206896551724138,0.5931372549019608,0.5059737977930198,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,2,Young,0.75,0.75,0.9047619047619048,0.8273809523809523,0.75,0.8571428571428572,0.8210565476190477,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,0,Pre-Frail,0.5,0.4444444444444444,0.8,0.6222222222222222,0.47058823529411764,0.8277777777777777,0.6295994129327462,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,1,Robust/Non-Frail,0.4666666666666667,0.5833333333333334,0.5294117647058824,0.5563725490196079,0.5185185185185185,0.6323529411764706,0.5770019849431614,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8392857142857143,0.7948418003565062,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
