case_id,repeat,class_label,class_name,precision,recall,specificity,balanced_accuracy_ovr,f1,roc_auc_ovr,pr_auc_ovr,support,aggregation_view,declared_source_line,evidence_role,quality_weighting,quality_weight_source,metric_source
b16_lr1e-3,0,0,Pre-Frail,0.5454545454545454,0.6666666666666666,0.75,0.7083333333333333,0.6,0.7833333333333333,0.6745791245791246,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,0,1,Robust/Non-Frail,0.5,0.4166666666666667,0.7058823529411765,0.5612745098039216,0.45454545454545453,0.642156862745098,0.5800110178828715,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,0,2,Young,0.625,0.625,0.8571428571428571,0.7410714285714286,0.625,0.8214285714285714,0.7881306672866775,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,1,0,Pre-Frail,0.5,0.7777777777777778,0.65,0.7138888888888889,0.6086956521739131,0.8,0.6578976034858388,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,1,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.6176470588235294,0.5955408017908018,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,1,2,Young,0.5,0.25,0.9047619047619048,0.5773809523809523,0.3333333333333333,0.7619047619047619,0.6467819435466495,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,2,0,Pre-Frail,0.7142857142857143,0.5555555555555556,0.9,0.7277777777777779,0.625,0.8388888888888889,0.6516534391534392,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,2,1,Robust/Non-Frail,0.42857142857142855,0.5,0.5294117647058824,0.5147058823529411,0.46153846153846156,0.553921568627451,0.5879764126774998,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,2,2,Young,0.5,0.5,0.8095238095238095,0.6547619047619048,0.5,0.7321428571428571,0.6067708333333333,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,3,0,Pre-Frail,0.6,0.3333333333333333,0.9,0.6166666666666667,0.42857142857142855,0.7833333333333333,0.6202519702519702,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,3,1,Robust/Non-Frail,0.5294117647058824,0.75,0.5294117647058824,0.6397058823529411,0.6206896551724138,0.7696078431372548,0.7740811965811967,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,3,2,Young,0.8571428571428571,0.75,0.9523809523809523,0.8511904761904762,0.8,0.8571428571428572,0.8462301587301587,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,4,0,Pre-Frail,0.5,0.4444444444444444,0.8,0.6222222222222222,0.47058823529411764,0.7666666666666666,0.5991536785654432,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,4,1,Robust/Non-Frail,0.5,0.6666666666666666,0.5294117647058824,0.5980392156862745,0.5714285714285714,0.6127450980392157,0.5412962962962963,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr1e-3,4,2,Young,1.0,0.625,1.0,0.8125,0.7692307692307693,0.8988095238095237,0.844881221719457,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,0,Pre-Frail,0.45454545454545453,0.5555555555555556,0.7,0.6277777777777778,0.5,0.788888888888889,0.5977092352092352,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.5784313725490196,0.5673186401804824,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8511904761904762,0.8205615942028985,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,0,Pre-Frail,0.6,0.6666666666666666,0.8,0.7333333333333334,0.631578947368421,0.7944444444444445,0.6383986928104575,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,1,Robust/Non-Frail,0.5833333333333334,0.5833333333333334,0.7058823529411765,0.6446078431372549,0.5833333333333334,0.6568627450980393,0.6073399231487466,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8214285714285714,0.7353383458646616,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,0,Pre-Frail,0.6363636363636364,0.7777777777777778,0.8,0.788888888888889,0.7,0.8111111111111111,0.6999597423510466,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,1,Robust/Non-Frail,0.5555555555555556,0.4166666666666667,0.7647058823529411,0.5906862745098039,0.47619047619047616,0.6274509803921569,0.625701633310329,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,2,Young,0.5555555555555556,0.625,0.8095238095238095,0.7172619047619048,0.5882352941176471,0.761904761904762,0.5958867521367521,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,0,Pre-Frail,0.5,0.2222222222222222,0.9,0.5611111111111111,0.3076923076923077,0.75,0.5897302624753605,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,1,Robust/Non-Frail,0.5,0.75,0.47058823529411764,0.6102941176470589,0.6,0.7205882352941175,0.7225404426491384,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,2,Young,0.8571428571428571,0.75,0.9523809523809523,0.8511904761904762,0.8,0.9047619047619047,0.8582740788623142,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.7722222222222223,0.6557764565010942,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,1,Robust/Non-Frail,0.46153846153846156,0.5,0.5882352941176471,0.5441176470588236,0.48,0.6029411764705883,0.5174947694491038,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8988095238095237,0.8400735294117647,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,0,Pre-Frail,0.45454545454545453,0.5555555555555556,0.7,0.6277777777777778,0.5,0.788888888888889,0.5977092352092352,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.5784313725490196,0.5673186401804824,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8511904761904762,0.8205615942028985,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,0,Pre-Frail,0.6,0.6666666666666666,0.8,0.7333333333333334,0.631578947368421,0.788888888888889,0.6306826434277415,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,1,Robust/Non-Frail,0.5833333333333334,0.5833333333333334,0.7058823529411765,0.6446078431372549,0.5833333333333334,0.6568627450980393,0.6073399231487466,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8214285714285714,0.7353383458646616,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,0,Pre-Frail,0.6363636363636364,0.7777777777777778,0.8,0.788888888888889,0.7,0.8111111111111111,0.6999597423510466,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,1,Robust/Non-Frail,0.5555555555555556,0.4166666666666667,0.7647058823529411,0.5906862745098039,0.47619047619047616,0.6323529411764706,0.6275132275132276,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,2,Young,0.5555555555555556,0.625,0.8095238095238095,0.7172619047619048,0.5882352941176471,0.761904761904762,0.5958867521367521,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,0,Pre-Frail,0.5,0.2222222222222222,0.9,0.5611111111111111,0.3076923076923077,0.75,0.5897302624753605,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,1,Robust/Non-Frail,0.5,0.75,0.47058823529411764,0.6102941176470589,0.6,0.7205882352941175,0.7225404426491384,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,2,Young,0.8571428571428571,0.75,0.9523809523809523,0.8511904761904762,0.8,0.9047619047619047,0.8582740788623142,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.7722222222222223,0.6557764565010942,9,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,1,Robust/Non-Frail,0.46153846153846156,0.5,0.5882352941176471,0.5441176470588236,0.48,0.6029411764705883,0.5174947694491038,12,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,2,Young,0.8333333333333334,0.625,0.9523809523809523,0.7886904761904762,0.7142857142857143,0.8988095238095237,0.8400735294117647,8,line_a_equal_files,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,0,Pre-Frail,0.4,0.4444444444444444,0.7,0.5722222222222222,0.42105263157894735,0.7666666666666666,0.5101228473777494,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,1,Robust/Non-Frail,0.4166666666666667,0.4166666666666667,0.5882352941176471,0.5024509803921569,0.4166666666666667,0.5833333333333333,0.5794268043474701,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,0,2,Young,0.7142857142857143,0.625,0.9047619047619048,0.7648809523809523,0.6666666666666666,0.8333333333333334,0.7856657608695652,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,0,Pre-Frail,0.5833333333333334,0.7777777777777778,0.75,0.7638888888888888,0.6666666666666666,0.8111111111111111,0.6387426900584796,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,1,Robust/Non-Frail,0.5454545454545454,0.5,0.7058823529411765,0.6029411764705883,0.5217391304347826,0.6666666666666667,0.633938834643169,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,1,2,Young,0.6666666666666666,0.5,0.9047619047619048,0.7023809523809523,0.5714285714285714,0.8154761904761905,0.7204573934837093,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,0,Pre-Frail,0.6363636363636364,0.7777777777777778,0.8,0.788888888888889,0.7,0.8555555555555555,0.7244468007625904,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,1,Robust/Non-Frail,0.625,0.4166666666666667,0.8235294117647058,0.6200980392156863,0.5,0.6029411764705883,0.6419964162421089,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,2,2,Young,0.5,0.625,0.7619047619047619,0.6934523809523809,0.5555555555555556,0.7142857142857143,0.5351636904761905,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,0,Pre-Frail,0.6666666666666666,0.4444444444444444,0.9,0.6722222222222223,0.5333333333333333,0.7722222222222221,0.6246477087056796,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,1,Robust/Non-Frail,0.5333333333333333,0.6666666666666666,0.5882352941176471,0.6274509803921569,0.5925925925925926,0.7156862745098038,0.6878174603174604,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,3,2,Young,0.75,0.75,0.9047619047619048,0.8273809523809523,0.75,0.9047619047619047,0.8713235294117647,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,0,Pre-Frail,0.5833333333333334,0.7777777777777778,0.75,0.7638888888888888,0.6666666666666666,0.7944444444444444,0.661002886002886,9,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,1,Robust/Non-Frail,0.5833333333333334,0.5833333333333334,0.7058823529411765,0.6446078431372549,0.5833333333333334,0.6323529411764706,0.5609748840247561,12,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b16_lr3e-4,4,2,Young,1.0,0.625,1.0,0.8125,0.7692307692307693,0.8869047619047619,0.8311965811965811,8,line_b_equal_role_families,line_b_equal_role_families,declared_training_aggregation,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,0,Pre-Frail,0.5,0.5555555555555556,0.75,0.6527777777777778,0.5263157894736842,0.7611111111111111,0.5754615754615755,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,1,Robust/Non-Frail,0.5555555555555556,0.4166666666666667,0.7647058823529411,0.5906862745098039,0.47619047619047616,0.5490196078431373,0.586766585904517,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,0,2,Young,0.6,0.75,0.8095238095238095,0.7797619047619048,0.6666666666666666,0.8571428571428572,0.725250626566416,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,0,Pre-Frail,0.5454545454545454,0.6666666666666666,0.75,0.7083333333333333,0.6,0.7444444444444445,0.5942022564829582,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,1,Robust/Non-Frail,0.5384615384615384,0.5833333333333334,0.6470588235294118,0.6151960784313726,0.56,0.5490196078431373,0.4516664451532873,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,1,2,Young,0.8,0.5,0.9523809523809523,0.7261904761904762,0.6153846153846154,0.7559523809523809,0.7121212121212122,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,0,Pre-Frail,0.5833333333333334,0.7777777777777778,0.75,0.7638888888888888,0.6666666666666666,0.8277777777777777,0.7496438746438747,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,1,Robust/Non-Frail,0.45454545454545453,0.4166666666666667,0.6470588235294118,0.5318627450980392,0.43478260869565216,0.6323529411764707,0.6430158730158732,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,2,2,Young,0.5,0.375,0.8571428571428571,0.6160714285714286,0.42857142857142855,0.7619047619047619,0.6667082917082917,8,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,0,Pre-Frail,0.6,0.3333333333333333,0.9,0.6166666666666667,0.42857142857142855,0.6944444444444444,0.5514333337369188,9,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
b32_lr3e-4,3,1,Robust/Non-Frail,0.5294117647058824,0.75,0.5294117647058824,0.6397058823529411,0.6206896551724138,0.6372549019607843,0.5228096179183135,12,window_balanced_to_participant,line_b_equal_role_families,posthoc_same_oof_sensitivity_only,False,none,same_fitted_oof_report_reaggregation
