timestamp,group_id,repeat,seed,model,resolved_model,extra_input,cnn_epochs,cnn_patience,window_sec,hop_sec,overlap_pct,max_windows_fraction,n_windows,n_extra_features,window_balanced_accuracy,window_macro_f1,file_balanced_accuracy,file_macro_f1,subject_balanced_accuracy,subject_macro_f1,best_val_loss,best_val_loss_epoch,best_val_accuracy,best_val_accuracy_epoch,duration_sec,report_path,learning_curve_png,learning_curve_csv
2026-05-25T06:52:50,1,1,42,cnn,cnn1d,PPI,1,10,2.0,2.0,0.0,0.1,2271,18,0.431089908047204,0.4343900621967827,0.43796296296296294,0.4455409595596511,0.46759259259259256,0.4704184704184704,0.6480287166051967,1,0.6810579183509647,1,2.788538136985153,results_frailty3/20260525_0652_02/reports/g0001_r1_cnn_extra-PPI_ep1_seq2_ov000_mw010_seed42_report.json,results_frailty3/20260525_0652_02/learning_curves/g0001_r1_cnn_extra-PPI_ep1_seq2_ov000_mw010_seed42_learning_curve.png,results_frailty3/20260525_0652_02/learning_curves/g0001_r1_cnn_extra-PPI_ep1_seq2_ov000_mw010_seed42_learning_curve.csv
